,edge_u,edge_v
0,0,91
1,0,7
2,0,5
3,0,46
4,0,86
5,0,25
6,0,56
7,0,82
8,1,99
9,1,78
10,1,44
11,1,33
12,1,50
13,1,39
14,1,84
15,1,97
16,2,41
17,2,60
18,2,43
19,2,16
20,2,21
21,2,22
22,2,63
23,2,18
24,3,55
25,3,83
26,3,92
27,3,44
28,3,30
29,3,49
30,3,34
31,3,99
32,4,29
33,4,22
34,4,16
35,4,10
36,4,21
37,4,43
38,4,32
39,4,31
40,5,25
41,5,91
42,5,0
43,5,7
44,5,86
45,5,34
46,5,3
47,5,92
48,6,19
49,6,54
50,6,24
51,6,71
52,6,81
53,6,12
54,6,69
55,6,72
56,7,91
57,7,0
58,7,86
59,7,56
60,7,5
61,7,46
62,7,25
63,7,82
64,8,98
65,8,74
66,8,38
67,8,35
68,8,19
69,8,66
70,8,6
71,8,80
72,9,17
73,9,37
74,9,47
75,9,11
76,9,97
77,9,39
78,9,67
79,9,84
80,10,64
81,10,37
82,10,21
83,10,87
84,10,16
85,10,22
86,10,47
87,10,4
88,11,97
89,11,39
90,11,50
91,11,9
92,11,84
93,11,17
94,11,37
95,11,78
96,12,81
97,12,24
98,12,54
99,12,69
100,12,72
101,12,85
102,12,20
103,12,89
104,13,14
105,13,94
106,13,49
107,13,28
108,13,15
109,13,30
110,13,83
111,13,36
112,14,13
113,14,94
114,14,28
115,14,49
116,14,15
117,14,96
118,14,30
119,14,83
120,15,96
121,15,76
122,15,94
123,15,28
124,15,20
125,15,14
126,15,85
127,15,13
128,16,21
129,16,43
130,16,22
131,16,41
132,16,10
133,16,60
134,16,2
135,16,64
136,17,9
137,17,47
138,17,37
139,17,11
140,17,67
141,17,97
142,17,39
143,17,71
144,18,42
145,18,65
146,18,45
147,18,63
148,18,2
149,18,61
150,18,41
151,18,60
152,19,38
153,19,6
154,19,71
155,19,58
156,19,80
157,19,51
158,19,67
159,19,54
160,20,85
161,20,96
162,20,76
163,20,15
164,20,94
165,20,28
166,20,81
167,20,12
168,21,16
169,21,43
170,21,22
171,21,64
172,21,41
173,21,10
174,21,60
175,21,87
176,22,16
177,22,43
178,22,21
179,22,4
180,22,10
181,22,2
182,22,41
183,22,60
184,23,66
185,23,73
186,23,51
187,23,80
188,23,74
189,23,95
190,23,35
191,23,48
192,24,69
193,24,72
194,24,12
195,24,81
196,24,71
197,24,54
198,24,89
199,24,6
200,25,5
201,25,3
202,25,92
203,25,55
204,25,91
205,25,0
206,25,34
207,25,83
208,26,40
209,26,90
210,26,59
211,26,76
212,26,28
213,26,96
214,26,15
215,26,94
216,27,88
217,27,32
218,27,70
219,27,52
220,27,29
221,27,48
222,27,4
223,27,73
224,28,94
225,28,14
226,28,13
227,28,15
228,28,96
229,28,49
230,28,90
231,28,76
232,29,4
233,29,32
234,29,22
235,29,16
236,29,43
237,29,21
238,29,88
239,29,10
240,30,36
241,30,34
242,30,83
243,30,55
244,30,49
245,30,13
246,30,3
247,30,14
248,31,47
249,31,48
250,31,10
251,31,37
252,31,4
253,31,9
254,31,17
255,31,95
256,32,29
257,32,88
258,32,70
259,32,4
260,32,27
261,32,52
262,32,22
263,32,48
264,33,89
265,33,1
266,33,99
267,33,44
268,33,50
269,33,49
270,33,78
271,33,14
272,34,30
273,34,36
274,34,57
275,34,55
276,34,83
277,34,3
278,34,49
279,34,13
280,35,66
281,35,74
282,35,23
283,35,8
284,35,98
285,35,38
286,35,51
287,35,80
288,36,30
289,36,34
290,36,13
291,36,28
292,36,94
293,36,14
294,36,83
295,36,57
296,37,9
297,37,47
298,37,17
299,37,11
300,37,97
301,37,10
302,37,84
303,37,39
304,38,19
305,38,98
306,38,6
307,38,74
308,38,8
309,38,80
310,38,51
311,38,58
312,39,97
313,39,50
314,39,11
315,39,84
316,39,78
317,39,1
318,39,33
319,39,9
320,40,26
321,40,90
322,40,59
323,40,76
324,40,96
325,40,53
326,40,15
327,40,20
328,41,60
329,41,2
330,41,43
331,41,21
332,41,16
333,41,22
334,41,63
335,41,61
336,42,18
337,42,65
338,42,2
339,42,45
340,42,63
341,42,61
342,42,41
343,42,60
344,43,16
345,43,21
346,43,22
347,43,41
348,43,60
349,43,2
350,43,64
351,43,10
352,44,99
353,44,1
354,44,83
355,44,92
356,44,55
357,44,49
358,44,3
359,44,78
360,45,65
361,45,61
362,45,63
363,45,82
364,45,18
365,45,68
366,45,42
367,45,46
368,46,82
369,46,0
370,46,7
371,46,91
372,46,61
373,46,56
374,46,45
375,46,86
376,47,9
377,47,37
378,47,17
379,47,31
380,47,11
381,47,10
382,47,67
383,47,97
384,48,31
385,48,73
386,48,52
387,48,70
388,48,95
389,48,51
390,48,47
391,48,80
392,49,13
393,49,14
394,49,83
395,49,94
396,49,28
397,49,55
398,49,44
399,49,30
400,50,39
401,50,97
402,50,78
403,50,84
404,50,1
405,50,11
406,50,99
407,50,33
408,51,80
409,51,95
410,51,58
411,51,67
412,51,19
413,51,71
414,51,17
415,51,47
416,52,70
417,52,73
418,52,48
419,52,88
420,52,27
421,52,32
422,52,31
423,52,29
424,53,59
425,53,77
426,53,40
427,53,26
428,53,90
429,53,57
430,53,76
431,53,96
432,54,81
433,54,12
434,54,24
435,54,6
436,54,85
437,54,20
438,54,69
439,54,72
440,55,3
441,55,83
442,55,92
443,55,30
444,55,44
445,55,49
446,55,34
447,55,99
448,56,86
449,56,7
450,56,75
451,56,91
452,56,0
453,56,46
454,56,5
455,56,82
456,57,34
457,57,36
458,57,30
459,57,90
460,57,83
461,57,55
462,57,28
463,57,3
464,58,67
465,58,80
466,58,95
467,58,51
468,58,71
469,58,17
470,58,47
471,58,9
472,59,53
473,59,26
474,59,40
475,59,90
476,59,57
477,59,77
478,59,36
479,59,28
480,60,41
481,60,2
482,60,43
483,60,21
484,60,16
485,60,63
486,60,22
487,60,79
488,61,63
489,61,45
490,61,65
491,61,82
492,61,60
493,61,41
494,61,2
495,61,79
496,62,75
497,62,86
498,62,56
499,62,57
500,62,5
501,62,7
502,62,91
503,62,59
504,63,61
505,63,65
506,63,45
507,63,60
508,63,41
509,63,2
510,63,18
511,63,82
512,64,87
513,64,10
514,64,21
515,64,84
516,64,16
517,64,37
518,64,43
519,64,22
520,65,45
521,65,63
522,65,18
523,65,61
524,65,42
525,65,82
526,65,68
527,65,2
528,66,23
529,66,74
530,66,51
531,66,80
532,66,35
533,66,95
534,66,73
535,66,98
536,67,58
537,67,17
538,67,71
539,67,95
540,67,9
541,67,80
542,67,47
543,67,51
544,68,45
545,68,65
546,68,82
547,68,18
548,68,42
549,68,61
550,68,63
551,68,46
552,69,72
553,69,24
554,69,12
555,69,89
556,69,71
557,69,81
558,69,33
559,69,39
560,70,52
561,70,88
562,70,48
563,70,32
564,70,27
565,70,73
566,70,29
567,70,31
568,71,67
569,71,69
570,71,72
571,71,24
572,71,58
573,71,17
574,71,6
575,71,12
576,72,69
577,72,24
578,72,12
579,72,89
580,72,71
581,72,33
582,72,81
583,72,39
584,73,52
585,73,48
586,73,23
587,73,70
588,73,95
589,73,51
590,73,66
591,73,31
592,74,98
593,74,8
594,74,38
595,74,66
596,74,19
597,74,35
598,74,80
599,74,51
600,75,56
601,75,86
602,75,7
603,75,91
604,75,0
605,75,62
606,75,46
607,75,5
608,76,96
609,76,20
610,76,85
611,76,15
612,76,28
613,76,94
614,76,14
615,76,90
616,77,53
617,77,40
618,77,59
619,77,26
620,77,93
621,77,90
622,77,76
623,77,96
624,78,50
625,78,84
626,78,1
627,78,39
628,78,97
629,78,99
630,78,44
631,78,11
632,79,60
633,79,41
634,79,92
635,79,87
636,79,64
637,79,61
638,79,63
639,79,25
640,80,51
641,80,95
642,80,58
643,80,67
644,80,19
645,80,71
646,80,17
647,80,47
648,81,12
649,81,54
650,81,24
651,81,85
652,81,20
653,81,69
654,81,72
655,81,76
656,82,46
657,82,61
658,82,45
659,82,63
660,82,65
661,82,0
662,82,7
663,82,91
664,83,55
665,83,3
666,83,49
667,83,30
668,83,44
669,83,92
670,83,13
671,83,99
672,84,78
673,84,97
674,84,50
675,84,39
676,84,11
677,84,1
678,84,87
679,84,99
680,85,20
681,85,76
682,85,96
683,85,15
684,85,81
685,85,12
686,85,94
687,85,28
