,power
0,0.1378
1,0.1104
2,0.1338
3,0.119
4,0.1654
5,0.1346
6,0.1766
7,0.116
8,0.0985
9,0.1519
10,0.1239
11,0.1114
12,0.0883
13,0.1355
14,0.0901
15,0.1369
16,0.1294
17,0.1157
18,0.128
19,0.0778
20,0.1033
21,0.1134
22,0.1076
23,0.125
24,0.0439
25,0.0981
26,0.097
27,0.1127
28,0.1255
29,0.116
30,0.1195
31,0.0959
32,0.0978
33,0.1106
34,0.0898
35,0.1399
36,0.0958
37,0.1325
38,0.1394
39,0.1086
40,0.0901
41,0.0983
42,0.1342
43,0.148
44,0.124
45,0.112
46,0.1084
47,0.1241
48,0.1989
49,0.0884
50,0.1721
51,0.1201
52,0.1456
53,0.1183
54,0.1156
55,0.1548
56,0.1141
57,0.1169
58,0.0697
59,0.116
60,0.0905
61,0.0857
62,0.0962
63,0.1188
64,0.1034
65,0.1225
66,0.0809
67,0.1081
68,0.0949
69,0.098
70,0.0984
71,0.1131
72,0.1245
73,0.1765
74,0.1075
75,0.1019
76,0.1301
77,0.0885
78,0.0776
79,0.0743
80,0.1492
81,0.1151
82,0.0696
83,0.0862
84,0.1134
85,0.0915
86,0.1069
87,0.0799
88,0.1413
89,0.1151
90,0.0677
91,0.1451
92,0.1367
93,0.1128
94,0.1189
95,0.1206
96,0.0831
97,0.062
98,0.1169
99,0.1264
