,power
0,0.2515
1,0.2523
2,0.2282
3,0.2344
4,0.2527
5,0.2557
6,0.2637
7,0.2369
8,0.2217
9,0.2682
10,0.2822
11,0.2334
12,0.265
13,0.2204
14,0.2362
15,0.267
16,0.2254
17,0.2334
18,0.2704
19,0.219
20,0.2399
21,0.2565
22,0.2277
23,0.2362
24,0.1859
25,0.2251
26,0.2415
27,0.2602
28,0.2623
29,0.2401
30,0.2456
31,0.2269
32,0.2526
33,0.2839
34,0.2236
35,0.2249
36,0.2373
37,0.2464
38,0.2215
39,0.2405
40,0.2418
41,0.2556
42,0.2394
43,0.2573
44,0.2449
45,0.2256
46,0.2416
47,0.2561
48,0.1764
49,0.2719
50,0.2607
51,0.2307
52,0.2552
53,0.1958
54,0.2598
55,0.1751
56,0.2167
57,0.2223
58,0.2212
59,0.2624
60,0.2247
61,0.2405
62,0.2262
63,0.1996
64,0.2133
65,0.2269
66,0.2592
67,0.2008
68,0.2596
69,0.2601
70,0.2427
71,0.2512
72,0.2235
73,0.2152
74,0.2226
75,0.2403
76,0.272
77,0.2429
78,0.2453
79,0.248
80,0.2448
81,0.2388
82,0.2544
83,0.252
84,0.2745
85,0.2637
86,0.2304
87,0.2618
88,0.2287
89,0.3002
90,0.2329
91,0.2258
92,0.2357
93,0.2709
94,0.2577
95,0.2167
96,0.2453
97,0.209
98,0.2543
99,0.2418
