,edge_u,edge_v
0,0,30
1,0,76
2,0,71
3,0,6
4,0,70
5,0,29
6,0,53
7,0,31
8,0,27
9,0,17
10,0,26
11,0,16
12,0,58
13,0,43
14,0,56
15,0,22
16,0,39
17,0,7
18,0,93
19,0,97
20,0,61
21,0,65
22,0,68
23,0,57
24,0,82
25,0,13
26,0,32
27,0,5
28,0,83
29,0,51
30,0,79
31,0,87
32,0,41
33,0,28
34,0,62
35,0,98
36,0,52
37,0,66
38,0,15
39,0,63
40,0,69
41,1,68
42,1,6
43,1,59
44,1,14
45,1,32
46,1,92
47,1,55
48,1,73
49,1,91
50,1,15
51,1,75
52,1,8
53,1,70
54,1,44
55,1,27
56,1,64
57,1,88
58,1,38
59,1,22
60,1,33
61,1,17
62,1,45
63,1,7
64,1,62
65,1,61
66,1,48
67,1,46
68,1,25
69,1,90
70,1,28
71,1,49
72,1,94
73,1,76
74,1,21
75,1,18
76,1,99
77,1,41
78,1,85
79,1,96
80,1,84
81,1,79
82,1,56
83,2,32
84,2,98
85,2,49
86,2,75
87,2,20
88,2,40
89,2,24
90,2,22
91,2,28
92,2,70
93,2,42
94,2,93
95,2,13
96,2,12
97,2,46
98,2,52
99,2,71
100,2,21
101,2,37
102,2,5
103,2,66
104,2,77
105,2,97
106,2,54
107,2,39
108,2,91
109,2,89
110,2,44
111,2,41
112,2,76
113,2,7
114,2,61
115,2,72
116,2,56
117,2,73
118,2,15
119,2,88
120,3,78
121,3,81
122,3,48
123,3,54
124,3,43
125,3,57
126,3,31
127,3,27
128,3,62
129,3,4
130,3,34
131,3,25
132,3,28
133,3,20
134,3,85
135,3,71
136,3,53
137,3,90
138,3,73
139,3,58
140,3,42
141,3,32
142,3,97
143,3,75
144,3,36
145,3,46
146,3,72
147,3,52
148,3,89
149,3,14
150,3,94
151,3,19
152,3,40
153,3,33
154,3,29
155,3,69
156,3,93
157,3,55
158,4,88
159,4,10
160,4,33
161,4,8
162,4,41
163,4,66
164,4,71
165,4,54
166,4,21
167,4,92
168,4,83
169,4,81
170,4,72
171,4,15
172,4,85
173,4,91
174,4,39
175,4,82
176,4,38
177,4,69
178,4,6
179,4,58
180,4,5
181,4,79
182,4,14
183,4,19
184,4,49
185,4,65
186,4,57
187,4,32
188,4,24
189,4,73
190,4,23
191,4,44
192,4,9
193,4,16
194,4,17
195,4,93
196,4,84
197,4,40
198,4,26
199,4,99
200,4,12
201,5,40
202,5,58
203,5,81
204,5,39
205,5,68
206,5,67
207,5,49
208,5,91
209,5,62
210,5,12
211,5,18
212,5,33
213,5,95
214,5,10
215,5,57
216,5,80
217,5,50
218,5,72
219,5,63
220,5,54
221,5,90
222,5,13
223,5,87
224,5,98
225,5,75
226,5,96
227,5,6
228,5,61
229,5,74
230,5,22
231,5,83
232,5,89
233,5,30
234,5,79
235,5,32
236,5,27
237,5,94
238,5,20
239,5,93
240,6,40
241,6,37
242,6,38
243,6,52
244,6,39
245,6,30
246,6,32
247,6,69
248,6,28
249,6,62
250,6,44
251,6,22
252,6,92
253,6,13
254,6,41
255,6,33
256,6,88
257,6,14
258,6,9
259,6,70
260,6,66
261,6,42
262,6,95
263,6,15
264,6,26
265,6,10
266,6,93
267,6,74
268,6,60
269,6,48
270,6,19
271,6,49
272,6,84
273,6,63
274,6,53
275,6,61
276,6,50
277,6,18
278,6,27
279,6,83
280,6,58
281,6,80
282,7,85
283,7,94
284,7,99
285,7,73
286,7,26
287,7,54
288,7,95
289,7,37
290,7,46
291,7,52
292,7,8
293,7,44
294,7,15
295,7,68
296,7,29
297,7,10
298,7,66
299,7,27
300,7,83
301,7,43
302,7,38
303,7,87
304,7,91
305,7,86
306,7,13
307,7,42
308,7,90
309,7,34
310,7,65
311,7,75
312,7,59
313,7,19
314,7,47
315,7,61
316,7,18
317,7,9
318,7,81
319,8,35
320,8,36
321,8,87
322,8,58
323,8,71
324,8,55
325,8,97
326,8,41
327,8,79
328,8,85
329,8,84
330,8,43
331,8,17
332,8,12
333,8,77
334,8,39
335,8,50
336,8,24
337,8,14
338,8,54
339,8,81
340,8,16
341,8,33
342,8,38
343,8,30
344,8,70
345,8,23
346,8,28
347,8,66
348,8,22
349,8,86
350,8,74
351,9,91
352,9,60
353,9,76
354,9,15
355,9,23
356,9,69
357,9,98
358,9,44
359,9,77
360,9,52
361,9,36
362,9,51
363,9,82
364,9,97
365,9,14
366,9,61
367,9,47
368,9,49
369,9,12
370,9,30
371,9,34
372,9,21
373,9,84
374,9,73
375,9,11
376,9,41
377,9,20
378,9,45
379,9,80
380,9,16
381,9,29
382,9,67
383,9,92
384,9,55
385,9,13
386,9,50
387,9,70
388,9,72
389,9,78
390,9,68
391,9,53
392,9,62
393,9,46
394,9,94
395,9,40
396,10,66
397,10,23
398,10,31
399,10,77
400,10,78
401,10,68
402,10,50
403,10,79
404,10,58
405,10,11
406,10,29
407,10,17
408,10,82
409,10,70
410,10,24
411,10,62
412,10,85
413,10,12
414,10,32
415,10,96
416,10,45
417,10,53
418,10,71
419,10,89
420,10,92
421,10,43
422,10,57
423,10,35
424,10,26
425,10,48
426,10,60
427,10,54
428,10,93
429,10,25
430,10,59
431,10,75
432,10,15
433,10,20
434,10,47
435,10,90
436,10,52
437,10,44
438,10,69
439,10,88
440,11,15
441,11,36
442,11,85
443,11,43
444,11,77
445,11,84
446,11,50
447,11,96
448,11,47
449,11,25
450,11,39
451,11,51
452,11,27
453,11,49
454,11,86
455,11,82
456,11,89
457,11,94
458,11,32
459,11,44
460,11,70
461,11,29
462,11,60
463,11,40
464,11,71
465,11,59
466,11,34
467,11,92
468,11,13
469,11,33
470,11,76
471,11,78
472,11,35
473,11,22
474,11,45
475,11,65
476,12,53
477,12,64
478,12,75
479,12,89
480,12,49
481,12,42
482,12,69
483,12,82
484,12,37
485,12,96
486,12,50
487,12,98
488,12,47
489,12,22
490,12,26
491,12,28
492,12,30
493,12,24
494,12,56
495,12,66
496,12,44
497,12,40
498,12,58
499,12,94
500,12,97
501,12,16
502,12,65
503,12,95
504,12,88
505,12,43
506,12,39
507,12,15
508,12,91
509,12,33
510,12,83
511,12,80
512,12,99
513,12,78
514,12,18
515,13,59
516,13,77
517,13,79
518,13,88
519,13,66
520,13,38
521,13,30
522,13,27
523,13,18
524,13,60
525,13,96
526,13,52
527,13,81
528,13,82
529,13,76
530,13,99
531,13,43
532,13,16
533,13,28
534,13,46
535,13,37
536,13,69
537,13,45
538,13,29
539,13,17
540,13,51
541,13,71
542,13,58
543,14,39
544,14,42
545,14,79
546,14,89
547,14,59
548,14,16
549,14,58
550,14,74
551,14,87
552,14,38
553,14,99
554,14,31
555,14,20
556,14,52
557,14,23
558,14,30
559,14,82
560,14,50
561,14,21
562,14,65
563,14,33
564,14,56
565,14,80
566,14,84
567,14,32
568,14,85
569,14,83
570,14,41
571,14,35
572,14,54
573,14,70
574,14,75
575,14,69
576,15,64
577,15,88
578,15,77
579,15,28
580,15,42
581,15,76
582,15,87
583,15,21
584,15,65
585,15,69
586,15,40
587,15,19
