,x,y
0,0.8622822504960523,-0.36500513029060966
1,0.2909197738025391,-0.9617808543653554
2,-0.9286574668074359,0.4032558652941116
3,0.4245747305627783,0.9157742281631998
4,-0.9894664755971856,-0.32869090415519886
5,0.3236995401557077,-0.9490112440906939
6,0.09110638154474704,0.5338983826370975
7,-0.4673563168733017,0.7630817990055723
8,0.34561984656521294,0.7297669798027109
9,-0.6171973095717549,0.997472869625162
10,0.2369917994286972,0.4846734338430525
11,0.3172801280345261,-0.2309775052457672
12,-0.6964760461944646,-0.022109682391295404
13,0.32740013321527184,0.3712094912238104
14,-0.08877048479048666,-0.2051626549818577
15,-0.29160550830196375,-0.42983285910171687
16,-0.42056078417311915,0.9953408613645174
17,-0.6377386321056986,0.6780828914844352
18,0.9738306540925414,0.6746756614655454
19,-0.28071502829817874,-0.7483077896233252
20,-0.08871140421882684,0.37667253479916996
21,0.7712214498869825,0.575982074731459
22,-0.9573844922448376,-0.39164629522216776
23,0.21997810578938148,-0.6922516630396631
24,0.5861533488353914,0.40999374688355683
25,0.4190179190782215,-0.5492013887586122
26,-0.7213754338913492,-0.8847340450027583
27,-0.09585518191009257,0.04526601165299704
28,0.2743981012658887,0.9589939142318351
29,0.6595768837428875,-0.782204863757253
30,-0.5714135817547565,-0.6817981590103255
31,-0.510282055536952,0.5063945717738425
32,0.7694753127744303,0.5893943120731966
33,0.8120909599444439,0.2522265675744144
34,0.8199529345108849,0.06291786816058931
35,-0.6119924264154344,-0.8439918510201572
36,0.28365116434805837,-0.6115776519348495
37,-0.11132790079062338,0.4485006792692139
38,-0.7228332324562761,-0.3315695676783945
39,0.5188816209291502,0.7438314139949027
40,0.15020473524447198,0.13573340533959022
41,0.49875629099846,-0.23684512794024593
42,0.2195764805674676,0.7120193325945281
43,0.4541673512591393,-0.40589999966723145
44,0.9593007286152884,-0.8329990518813526
45,0.11891180576728444,0.6317422567730495
46,0.8286229814196524,0.15928609188792775
47,0.7254302976539271,-0.8083190593285048
48,0.21526045321885712,0.566521681513968
49,0.8708129302278975,0.22905079753173974
50,-0.42632722657976596,-0.4397170916630684
51,0.6927197725628069,-0.6455062356854733
52,0.6278693715858559,-0.27421308928608035
53,-0.3487677583118338,-0.36127443654783975
54,-0.5249382950267694,0.016126431274916753
55,-0.3068132089211506,-0.473039772219517
56,0.7705386484613093,0.17138873594089432
57,-0.12320958730589271,0.4399567033562095
58,0.8049416549020043,-0.6712299949465312
59,0.7590069261791497,-0.10020364919949865
60,0.5373659899091949,-0.16625405549167627
61,-0.2341355108107126,-0.165232810146837
62,-0.16742280541570875,-0.9751370638773125
63,-0.763937727069403,0.7255060613141853
64,0.2047422109148791,0.6347786816475478
65,0.38784388686701954,-0.8235143354101724
66,0.4234949142470039,0.36225027284830524
67,-0.894621448389088,0.8574160160258559
68,0.8938918476810025,-0.8059211559669828
69,0.17196349632752184,-0.46199389589666606
70,0.5848058269937642,0.9018551703270969
71,-0.9817505517804148,-0.22824598314909683
72,-0.7625960342452511,0.39780840272676654
73,-0.3363969996912699,0.39409324156603387
74,0.4822733564188828,0.8613779451193733
75,-0.7825119059717776,-0.26680303592780463
76,0.9046960802667683,-0.3632862900285352
77,-0.9770386160624498,-0.14111927214703135
78,0.581672077990572,-0.20061264126502243
79,0.7882676389345116,-0.4554883357413042
80,0.018735929620466996,-0.28921338915411465
81,-0.1288245582769123,-0.354692369920407
82,-0.9897866702740981,0.8210586870071968
83,0.5323006297139563,-0.22189806249974242
84,-0.8818515817243264,0.9356251183325353
85,-0.7882791488634215,-0.8098758291489174
86,0.12142289699342812,0.7517013624001045
87,-0.038829637571650366,0.09570177394761137
88,0.7757406074746542,0.8682841049692247
89,-0.4062910375753701,0.19187067699611227
90,-0.824975627727565,-0.6128243975171705
91,-0.5129417534357927,0.4732958368135345
92,-0.6916464958680753,-0.872708980044844
93,-0.6142902983095198,-0.2385182375363517
94,0.17594889236045685,-0.056489627175415835
95,0.314024597206934,-0.7010442200904266
96,0.3072190850319594,0.9762290062963259
97,-0.26631283113377746,-0.18822411309616238
98,-0.8323503399676744,-0.9101498214864179
99,0.389358242961763,-0.9871491428975161
