,edge_u,edge_v
0,0,10
1,0,11
2,0,13
3,0,14
4,0,15
5,0,19
6,0,23
7,0,24
8,0,25
9,0,26
10,0,27
11,0,29
12,0,30
13,0,31
14,0,32
15,0,33
16,0,36
17,0,39
18,0,41
19,0,42
20,0,46
21,0,50
22,0,54
23,0,64
24,0,65
25,0,69
26,0,71
27,0,73
28,0,77
29,0,78
30,0,83
31,0,88
32,0,89
33,0,95
34,1,10
35,1,11
36,1,12
37,1,14
38,1,16
39,1,18
40,1,21
41,1,23
42,1,24
43,1,25
44,1,29
45,1,31
46,1,32
47,1,33
48,1,36
49,1,38
50,1,47
51,1,48
52,1,53
53,1,58
54,1,63
55,1,85
56,1,94
57,2,10
58,2,11
59,2,12
60,2,13
61,2,14
62,2,15
63,2,17
64,2,19
65,2,20
66,2,24
67,2,25
68,2,26
69,2,31
70,2,34
71,2,35
72,2,38
73,2,39
74,2,49
75,2,51
76,2,61
77,2,64
78,2,71
79,2,77
80,2,85
81,2,94
82,2,96
83,2,99
84,3,10
85,3,14
86,3,25
87,3,37
88,3,55
89,3,72
90,3,73
91,3,80
92,3,81
93,3,89
94,4,10
95,4,11
96,4,12
97,4,13
98,4,14
99,4,15
100,4,16
101,4,17
102,4,18
103,4,19
104,4,20
105,4,21
106,4,24
107,4,26
108,4,27
109,4,37
110,4,40
111,4,67
112,4,76
113,4,79
114,4,84
115,4,91
116,4,99
117,5,10
118,5,11
119,5,12
120,5,13
121,5,15
122,5,16
123,5,18
124,5,22
125,5,23
126,5,25
127,5,28
128,5,30
129,5,32
130,5,38
131,5,47
132,5,52
133,5,55
134,5,59
135,5,60
136,5,67
137,5,69
138,5,74
139,5,75
140,5,77
141,5,82
142,5,90
143,5,97
144,5,98
145,6,10
146,6,11
147,6,12
148,6,16
149,6,29
150,6,39
151,6,49
152,6,51
153,6,54
154,7,10
155,7,11
156,7,12
157,7,13
158,7,14
159,7,15
160,7,18
161,7,25
162,7,30
163,7,31
164,7,32
165,7,40
166,7,44
167,7,45
168,7,54
169,7,57
170,7,70
171,7,84
172,7,86
173,7,88
174,7,96
175,7,99
176,8,10
177,8,11
178,8,12
179,8,13
180,8,15
181,8,17
182,8,18
183,8,20
184,8,21
185,8,22
186,8,27
187,8,29
188,8,31
189,8,33
190,8,35
191,8,38
192,8,39
193,8,42
194,8,45
195,8,49
196,8,50
197,8,60
198,9,10
199,9,11
200,9,12
201,9,13
202,9,17
203,9,39
204,9,66
205,10,11
206,10,12
207,10,13
208,10,14
209,10,15
210,10,16
211,10,17
212,10,18
213,10,19
214,10,21
215,10,22
216,10,23
217,10,24
218,10,26
219,10,29
220,10,32
221,10,34
222,10,36
223,10,40
224,10,45
225,10,46
226,10,48
227,10,52
228,10,54
229,10,57
230,10,58
231,10,60
232,10,65
233,10,67
234,10,70
235,10,72
236,10,79
237,10,80
238,10,83
239,10,84
240,10,89
241,10,91
242,10,93
243,10,94
244,10,95
245,11,12
246,11,13
247,11,14
248,11,16
249,11,17
250,11,20
251,11,21
252,11,22
253,11,23
254,11,24
255,11,26
256,11,27
257,11,28
258,11,29
259,11,30
260,11,32
261,11,33
262,11,34
263,11,36
264,11,38
265,11,42
266,11,43
267,11,45
268,11,50
269,11,53
270,11,54
271,11,56
272,11,57
273,11,58
274,11,63
275,11,66
276,11,67
277,11,69
278,11,73
279,11,78
280,11,87
281,11,90
282,11,98
283,12,13
284,12,14
285,12,15
286,12,16
287,12,17
288,12,19
289,12,20
290,12,21
291,12,22
292,12,23
293,12,24
294,12,27
295,12,30
296,12,31
297,12,36
298,12,41
299,12,45
300,12,50
301,12,53
302,12,58
303,12,60
304,12,63
305,12,65
306,12,68
307,12,78
308,12,86
309,12,90
310,13,14
311,13,15
312,13,16
313,13,17
314,13,18
315,13,19
316,13,20
317,13,21
318,13,22
319,13,23
320,13,26
321,13,28
322,13,31
323,13,33
324,13,34
325,13,35
326,13,38
327,13,39
328,13,41
329,13,43
330,13,44
331,13,45
332,13,47
333,13,48
334,13,52
335,13,53
336,13,55
337,13,58
338,13,59
339,13,61
340,13,66
341,13,69
342,13,70
343,13,78
344,13,80
345,13,83
346,13,84
347,13,87
