,edge_u,edge_v
0,0,1
1,0,99
2,0,2
3,0,3
4,0,97
5,0,4
6,0,96
7,0,39
8,1,2
9,1,3
10,1,99
11,1,4
12,1,98
13,1,97
14,1,54
15,1,66
16,1,17
17,2,3
18,2,4
19,2,5
20,2,6
21,2,98
22,2,7
23,2,97
24,2,95
25,3,4
26,3,5
27,3,7
28,3,99
29,3,8
30,3,98
31,3,77
32,4,5
33,4,6
34,4,7
35,4,8
36,4,9
37,4,99
38,4,29
39,4,90
40,5,7
41,5,8
42,5,9
43,5,10
44,5,99
45,6,7
46,6,8
47,6,9
48,6,10
49,6,41
50,6,99
51,6,16
52,6,77
53,7,8
54,7,9
55,7,10
56,7,11
57,7,45
58,7,97
59,8,9
60,8,10
61,8,12
62,8,13
63,8,74
64,9,10
65,9,11
66,9,12
67,9,14
68,9,76
69,9,21
70,10,11
71,10,12
72,10,14
73,10,15
74,10,92
75,10,89
76,11,12
77,11,13
78,11,15
79,11,21
80,11,60
81,11,53
82,12,16
83,12,17
84,12,23
85,12,86
86,12,83
87,12,21
88,13,14
89,13,17
90,13,18
91,13,60
92,13,53
93,13,65
94,14,15
95,14,16
96,14,17
97,14,18
98,14,19
99,14,49
100,15,16
101,15,17
102,15,18
103,15,19
104,15,20
105,15,94
106,16,18
107,16,19
108,16,21
109,16,64
110,16,27
111,17,18
112,17,21
113,17,22
114,17,48
115,17,43
116,17,75
117,18,19
118,18,20
119,18,21
120,18,31
121,18,70
122,18,99
123,19,20
124,19,21
125,19,22
126,19,23
127,19,24
128,20,21
129,20,24
130,20,25
131,20,73
132,20,87
133,20,43
134,21,22
135,21,23
136,21,24
137,21,25
138,21,71
139,21,80
140,21,87
141,21,54
142,21,95
143,22,23
144,22,25
145,22,26
146,22,27
147,22,51
148,22,68
149,22,94
150,23,24
151,23,25
152,23,27
153,23,28
154,23,41
155,23,52
156,23,53
157,23,92
158,23,60
159,24,25
160,24,26
161,24,27
162,24,28
163,24,29
164,24,33
165,25,26
166,25,27
167,25,28
168,25,98
169,25,95
170,25,37
171,26,27
172,26,28
173,26,31
174,26,44
175,26,50
176,27,29
177,27,30
178,27,31
179,27,32
180,28,29
181,28,30
182,28,31
183,28,32
184,28,33
185,29,30
186,29,31
187,29,33
188,29,34
189,30,31
190,30,32
191,30,33
192,30,34
193,30,35
194,30,50
195,31,32
196,31,33
197,31,34
198,31,35
199,31,62
200,32,35
201,32,36
202,32,37
203,32,71
204,32,47
205,33,36
206,33,42
207,33,53
208,33,98
209,33,71
210,34,35
211,34,37
212,34,38
213,34,86
214,34,75
215,34,71
216,35,36
217,35,37
218,35,38
219,35,39
220,35,82
221,35,85
222,36,37
223,36,38
224,36,39
225,36,41
226,36,93
227,37,38
228,37,39
229,37,40
230,37,41
231,37,42
232,37,66
233,38,39
234,38,40
235,38,42
236,38,43
237,38,66
238,38,70
239,39,40
240,39,42
241,39,43
242,39,44
243,39,97
244,39,52
245,39,85
246,40,41
247,40,42
248,40,44
249,40,45
250,40,60
251,40,97
252,41,44
253,41,45
254,41,46
255,41,59
256,42,43
257,42,44
258,42,45
259,42,46
260,42,47
261,42,64
262,42,82
263,43,44
264,43,45
265,43,46
266,43,47
267,43,48
268,43,63
269,44,45
270,44,47
271,44,48
272,44,49
273,44,50
274,45,47
275,45,48
276,45,49
277,45,50
278,45,98
279,46,47
280,46,48
281,46,49
282,46,50
283,46,51
284,46,96
285,47,48
286,47,50
287,47,51
288,47,52
289,47,83
290,48,50
291,48,52
292,48,53
293,48,65
294,49,51
295,49,52
296,49,53
297,49,54
298,49,87
299,50,52
300,50,53
301,50,55
302,50,51
303,51,53
304,51,54
305,51,55
306,51,56
307,51,94
308,52,54
309,52,56
310,52,57
311,53,54
312,53,55
313,53,56
314,53,57
315,53,58
316,54,55
317,54,56
318,54,58
319,54,59
320,55,56
321,55,57
322,55,58
323,55,59
324,55,60
325,55,96
326,56,57
327,56,58
328,56,59
329,56,60
330,56,61
331,57,59
332,57,60
333,57,61
334,57,62
335,57,91
336,58,59
337,58,60
338,58,61
339,58,62
340,58,63
341,59,60
342,59,62
343,59,63
344,59,64
345,60,62
346,60,99
347,61,62
348,61,63
349,61,64
350,61,65
351,61,66
352,61,91
353,62,63
354,62,64
355,62,65
356,62,66
357,62,67
358,62,84
359,62,96
360,63,64
361,63,66
362,63,67
363,63,68
364,63,70
365,63,79
366,64,66
367,64,67
368,64,68
369,64,69
370,65,66
371,65,67
372,65,69
373,65,70
374,65,85
375,66,67
376,66,68
377,66,70
378,66,71
379,67,68
380,67,69
381,67,70
382,67,71
383,67,72
384,68,69
385,68,71
386,68,72
387,68,73
388,69,70
389,69,71
390,69,72
391,69,73
392,69,74
393,70,71
394,70,73
395,71,74
396,71,76
397,71,94
398,72,73
399,72,74
400,72,75
401,72,76
402,72,77
403,73,75
404,73,76
405,73,77
406,73,78
407,74,75
408,74,76
409,74,77
410,74,78
411,74,79
412,75,76
413,75,78
414,75,79
415,75,80
416,76,77
417,76,78
418,76,80
419,76,81
420,77,78
421,77,79
422,77,80
423,77,81
424,77,82
425,78,79
426,78,80
427,78,81
428,78,82
429,78,83
430,78,93
431,79,80
