,power
0,0.1917
1,0.1774
2,0.1966
3,0.2093
4,0.1885
5,0.1335
6,0.1758
7,0.1978
8,0.1759
9,0.2078
10,0.2086
11,0.1965
12,0.1962
13,0.1918
14,0.2135
15,0.1786
16,0.1718
17,0.1831
18,0.2076
19,0.2145
20,0.2037
21,0.1787
22,0.2274
23,0.1531
24,0.1548
25,0.1963
26,0.1911
27,0.1785
28,0.198
29,0.1996
30,0.2042
31,0.2061
32,0.1736
33,0.2016
34,0.1826
35,0.1894
36,0.1838
37,0.2267
38,0.2179
39,0.1979
40,0.2154
41,0.2167
42,0.1864
43,0.2101
44,0.1729
45,0.2208
46,0.1712
47,0.2065
48,0.2124
49,0.1907
50,0.2081
51,0.1922
52,0.1867
53,0.1785
54,0.1821
55,0.1929
56,0.1944
57,0.2767
58,0.1579
59,0.1986
60,0.1915
61,0.1515
62,0.235
63,0.2103
64,0.193
65,0.1733
66,0.2013
67,0.1941
68,0.1832
69,0.1434
70,0.1541
71,0.216
72,0.2096
73,0.1607
74,0.1762
75,0.2198
76,0.2147
77,0.1876
78,0.171
79,0.2118
80,0.1925
81,0.2138
82,0.2254
83,0.2585
84,0.1957
85,0.1789
86,0.2274
87,0.175
88,0.1612
89,0.1874
90,0.2216
91,0.1971
92,0.2252
93,0.1769
94,0.1942
95,0.1822
96,0.2118
97,0.2212
98,0.2237
99,0.1772
