,edge_u,edge_v
0,0,76
1,0,79
2,0,52
3,0,59
4,0,58
5,0,78
6,0,51
7,0,83
8,1,5
9,1,99
10,1,65
11,1,95
12,1,23
13,1,36
14,1,29
15,1,25
16,2,72
17,2,63
18,2,17
19,2,91
20,2,82
21,2,31
22,2,67
23,2,12
24,3,74
25,3,96
26,3,28
27,3,70
28,3,39
29,3,8
30,3,42
31,3,86
32,4,22
33,4,71
34,4,77
35,4,75
36,4,38
37,4,90
38,4,93
39,4,12
40,5,1
41,5,99
42,5,65
43,5,95
44,5,23
45,5,36
46,5,29
47,5,25
48,6,45
49,6,48
50,6,64
51,6,10
52,6,42
53,6,37
54,6,86
55,6,57
56,7,17
57,7,16
58,7,31
59,7,9
60,7,91
61,7,63
62,7,73
63,7,67
64,8,42
65,8,64
66,8,39
67,8,74
68,8,3
69,8,48
70,8,86
71,8,28
72,9,16
73,9,84
74,9,7
75,9,63
76,9,67
77,9,17
78,9,82
79,9,31
80,10,48
81,10,13
82,10,64
83,10,6
84,10,45
85,10,66
86,10,42
87,10,8
88,11,41
89,11,83
90,11,43
91,11,94
92,11,60
93,11,78
94,11,69
95,11,80
96,12,54
97,12,93
98,12,75
99,12,77
100,12,38
101,12,71
102,12,89
103,12,4
104,13,66
105,13,10
106,13,48
107,13,24
108,13,6
109,13,64
110,13,40
111,13,45
112,14,80
113,14,61
114,14,81
115,14,97
116,14,27
117,14,15
118,14,53
119,14,94
120,15,55
121,15,53
122,15,50
123,15,81
124,15,97
125,15,61
126,15,14
127,15,19
128,16,9
129,16,7
130,16,17
131,16,63
132,16,84
133,16,67
134,16,31
135,16,91
136,17,63
137,17,7
138,17,31
139,17,91
140,17,72
141,17,67
142,17,9
143,17,84
144,18,32
145,18,21
146,18,88
147,18,70
148,18,33
149,18,49
150,18,39
151,18,24
152,19,62
153,19,55
154,19,30
155,19,15
156,19,50
157,19,35
158,19,53
159,19,81
160,20,57
161,20,37
162,20,6
163,20,73
164,20,87
165,20,45
166,20,27
167,20,40
168,21,32
169,21,18
170,21,24
171,21,88
172,21,39
173,21,33
174,21,49
175,21,70
176,22,4
177,22,71
178,22,75
179,22,38
180,22,77
181,22,90
182,22,93
183,22,85
184,23,95
185,23,36
186,23,65
187,23,69
188,23,25
189,23,5
190,23,1
191,23,99
192,24,66
193,24,21
194,24,32
195,24,13
196,24,33
197,24,56
198,24,49
199,24,39
200,25,43
201,25,36
202,25,95
203,25,23
204,25,69
205,25,65
206,25,51
207,25,41
208,26,92
209,26,85
210,26,98
211,26,35
212,26,30
213,26,90
214,26,19
215,26,50
216,27,87
217,27,14
218,27,61
219,27,40
220,27,97
221,27,94
222,27,20
223,27,89
224,28,96
225,28,3
226,28,74
227,28,8
228,28,42
229,28,86
230,28,70
231,28,39
232,29,47
233,29,51
234,29,58
235,29,68
236,29,65
237,29,44
238,29,25
239,29,99
240,30,35
241,30,92
242,30,85
243,30,26
244,30,90
245,30,50
246,30,19
247,30,55
248,31,91
249,31,73
250,31,17
251,31,7
252,31,72
253,31,89
254,31,63
255,31,57
256,32,21
257,32,18
258,32,24
259,32,88
260,32,39
261,32,33
262,32,70
263,32,49
264,33,49
265,33,56
266,33,46
267,33,34
268,33,24
269,33,21
270,33,32
271,33,59
272,34,46
273,34,56
274,34,49
275,34,59
276,34,33
277,34,78
278,34,60
279,34,52
280,35,92
281,35,26
282,35,30
283,35,85
284,35,98
285,35,90
286,35,19
287,35,50
288,36,95
289,36,23
290,36,25
291,36,69
292,36,65
293,36,43
294,36,5
295,36,1
296,37,57
297,37,20
298,37,6
299,37,73
300,37,45
301,37,48
302,37,10
303,37,87
304,38,75
305,38,93
306,38,22
307,38,4
308,38,71
309,38,90
310,38,12
311,38,50
312,39,74
313,39,70
314,39,8
315,39,3
316,39,88
317,39,32
318,39,42
319,39,21
320,40,87
321,40,94
322,40,27
323,40,13
324,40,20
325,40,66
326,40,10
327,40,6
328,41,83
329,41,60
330,41,78
331,41,52
332,41,43
333,41,11
334,41,59
335,41,25
336,42,64
337,42,86
338,42,8
339,42,45
340,42,48
341,42,6
342,42,10
343,42,28
344,43,25
345,43,41
346,43,83
347,43,52
348,43,11
349,43,78
350,43,60
351,43,36
352,44,68
353,44,58
354,44,47
355,44,29
356,44,51
357,44,79
358,44,76
359,44,0
360,45,64
361,45,6
362,45,48
363,45,86
364,45,42
365,45,10
366,45,8
367,45,37
368,46,56
369,46,49
370,46,33
371,46,34
372,46,59
373,46,24
374,46,21
375,46,32
376,47,29
377,47,58
378,47,51
379,47,68
380,47,44
381,47,65
382,47,79
383,47,99
384,48,64
385,48,10
386,48,45
387,48,6
388,48,42
389,48,86
390,48,8
391,48,13
392,49,33
393,49,46
394,49,56
395,49,34
396,49,24
397,49,59
398,49,21
399,49,32
400,50,53
401,50,55
402,50,15
403,50,93
404,50,30
405,50,97
406,50,81
407,50,38
408,51,58
409,51,29
410,51,47
411,51,79
412,51,68
413,51,25
414,51,44
415,51,0
416,52,78
417,52,83
418,52,41
419,52,60
420,52,59
421,52,43
422,52,79
423,52,0
424,53,15
425,53,50
426,53,55
427,53,97
428,53,81
429,53,61
430,53,93
431,53,14
432,54,12
433,54,89
434,54,93
435,54,97
436,54,61
437,54,75
438,54,38
439,54,53
440,55,15
441,55,53
442,55,50
443,55,81
444,55,19
445,55,97
446,55,61
447,55,30
448,56,46
449,56,33
450,56,49
451,56,34
452,56,59
453,56,24
454,56,66
455,56,21
456,57,37
457,57,20
458,57,73
459,57,6
460,57,45
461,57,87
462,57,48
463,57,10
464,58,51
465,58,47
466,58,68
467,58,29
468,58,79
469,58,44
470,58,0
471,58,76
472,59,34
473,59,78
474,59,52
475,59,60
476,59,83
477,59,46
478,59,56
479,59,0
480,60,83
481,60,78
482,60,41
483,60,52
484,60,11
485,60,59
486,60,43
487,60,34
488,61,97
489,61,14
490,61,81
491,61,53
492,61,27
493,61,15
494,61,80
495,61,55
496,62,19
497,62,1
498,62,35
499,62,23
500,62,5
501,62,30
502,62,55
503,62,92
504,63,17
505,63,67
506,63,84
507,63,82
508,63,7
509,63,9
510,63,72
511,63,31
512,64,48
513,64,42
514,64,45
515,64,86
516,64,6
517,64,10
518,64,8
519,64,13
520,65,5
521,65,95
522,65,99
523,65,1
524,65,23
525,65,36
526,65,29
527,65,25
528,66,13
529,66,24
530,66,10
531,66,48
532,66,64
533,66,40
534,66,6
535,66,8
536,67,84
537,67,82
538,67,63
539,67,9
540,67,17
541,67,7
542,67,2
543,67,72
544,68,44
545,68,58
546,68,47
547,68,29
548,68,51
549,68,79
550,68,0
551,68,76
552,69,36
553,69,80
554,69,23
555,69,25
556,69,11
557,69,95
558,69,43
559,69,81
560,70,74
561,70,3
562,70,39
563,70,88
564,70,96
565,70,8
566,70,28
567,70,32
568,71,77
569,71,4
570,71,22
571,71,75
572,71,38
573,71,12
574,71,93
575,71,90
576,72,2
577,72,91
578,72,31
579,72,17
580,72,63
581,72,89
582,72,12
583,72,73
584,73,91
585,73,31
586,73,89
587,73,57
588,73,37
589,73,20
590,73,7
591,73,17
592,74,3
593,74,70
594,74,39
595,74,8
596,74,96
597,74,28
598,74,88
599,74,42
600,75,38
601,75,93
602,75,71
603,75,22
604,75,4
605,75,77
606,75,12
607,75,90
608,76,0
609,76,79
610,76,52
611,76,59
612,76,58
613,76,51
614,76,78
615,76,83
616,77,71
617,77,4
618,77,75
619,77,22
620,77,12
621,77,38
622,77,93
623,77,54
624,78,83
625,78,60
626,78,52
627,78,41
628,78,59
629,78,43
630,78,11
631,78,0
