,edge_u,edge_v
0,0,4
1,0,5
2,0,6
3,0,7
4,0,8
5,0,9
6,0,10
7,0,11
8,0,14
9,0,15
10,0,16
11,0,18
12,0,19
13,0,20
14,0,22
15,0,23
16,0,26
17,0,29
18,0,31
19,0,33
20,0,34
21,0,36
22,0,37
23,0,43
24,0,51
25,0,54
26,0,59
27,0,64
28,0,65
29,0,69
30,0,70
31,0,72
32,0,74
33,0,75
34,0,77
35,0,82
36,0,84
37,0,87
38,0,89
39,0,92
40,0,94
41,0,96
42,1,4
43,1,5
44,1,6
45,1,7
46,1,8
47,1,9
48,1,11
49,1,17
50,1,21
51,1,26
52,1,28
53,1,39
54,1,44
55,1,50
56,1,52
57,1,61
58,1,62
59,1,65
60,1,85
61,2,4
62,2,10
63,2,59
64,2,78
65,3,4
66,3,5
67,3,6
68,3,10
69,3,11
70,3,12
71,3,13
72,3,21
73,3,23
74,3,32
75,3,38
76,3,39
77,3,60
78,3,74
79,3,84
80,4,5
81,4,8
82,4,9
83,4,12
84,4,24
85,4,35
86,4,44
87,4,66
88,5,6
89,5,7
90,5,8
91,5,12
92,5,13
93,5,14
94,5,20
95,5,32
96,5,36
97,5,40
98,5,42
99,5,50
100,5,52
101,5,62
102,5,67
103,5,77
104,5,84
105,5,86
106,5,94
107,5,95
108,6,7
109,6,9
110,6,15
111,6,18
112,6,19
113,6,23
114,6,25
115,6,30
116,6,37
117,6,38
118,6,44
119,6,45
120,6,47
121,6,53
122,6,60
123,6,73
124,6,80
125,6,88
126,7,10
127,7,15
128,7,27
129,7,45
130,7,54
131,7,76
132,7,82
133,7,92
134,8,27
135,8,46
136,8,50
137,9,15
138,9,16
139,9,25
140,9,30
141,9,31
142,9,32
143,9,33
144,9,34
145,9,40
146,9,42
147,9,43
148,9,51
149,9,53
150,9,56
151,9,60
152,9,64
153,9,67
154,9,73
155,9,76
156,9,83
157,9,84
158,9,85
159,10,11
160,10,12
161,10,14
162,10,16
163,10,17
164,10,22
165,10,26
166,10,27
167,10,28
168,10,29
169,10,33
170,10,34
171,10,48
172,10,49
173,10,54
174,10,55
175,10,60
176,10,63
177,10,91
178,11,13
179,11,17
180,11,24
181,11,35
182,11,37
183,11,41
184,11,57
185,12,13
186,12,14
187,12,17
188,12,18
189,12,21
190,12,28
191,12,35
192,12,45
193,12,48
194,12,49
195,12,59
196,12,87
197,12,96
198,12,97
199,13,49
200,13,57
201,13,78
202,13,81
203,13,94
204,14,16
205,14,19
206,14,20
207,14,24
208,14,43
209,14,48
210,14,63
211,14,70
212,14,76
213,14,79
214,14,91
215,15,24
216,15,30
217,15,42
218,15,69
219,16,18
220,16,19
221,16,41
222,16,44
223,16,55
224,16,66
225,16,85
226,16,90
227,17,20
228,17,21
229,17,25
230,17,30
231,17,55
232,17,93
233,18,23
234,18,25
235,18,29
236,18,31
237,18,33
238,18,43
239,18,48
240,18,53
241,18,61
242,18,70
243,19,26
244,19,27
245,19,61
246,19,68
247,19,71
248,19,80
249,19,88
250,20,22
251,20,67
252,20,82
253,20,89
254,20,90
255,20,93
256,20,95
257,20,99
258,21,22
259,21,38
260,21,42
261,21,58
262,21,97
263,22,47
264,22,49
265,22,95
266,23,28
267,23,41
268,23,46
269,23,66
270,23,69
271,23,87
272,23,96
273,23,97
274,24,36
275,24,39
276,24,40
277,24,46
278,24,56
279,24,57
280,24,70
281,24,90
282,25,29
283,25,32
284,25,39
285,25,54
286,25,96
287,26,34
288,26,36
289,26,50
290,27,31
291,27,64
292,27,91
293,29,71
294,29,75
295,29,77
296,29,85
297,30,37
298,30,47
299,30,62
300,30,68
301,31,35
302,31,40
303,31,91
304,32,58
305,32,97
306,33,38
307,33,65
308,33,72
309,34,41
310,34,46
311,34,52
312,34,55
313,34,64
314,34,73
315,35,62
316,35,72
317,36,73
318,36,79
319,37,56
320,37,89
321,39,68
322,39,81
323,40,56
324,40,61
325,41,51
326,41,52
327,41,63
328,41,69
329,41,75
330,41,86
331,42,45
332,43,47
333,43,75
334,44,58
335,44,74
336,44,77
337,44,95
338,47,83
339,47,89
340,48,53
341,48,59
342,48,83
343,48,87
344,49,51
345,49,63
346,49,83
347,49,90
348,50,65
349,51,57
350,51,80
351,52,79
352,52,93
353,53,78
354,53,81
355,53,82
356,54,58
357,55,68
358,56,99
359,57,72
360,59,81
361,59,98
362,60,71
363,62,67
364,62,98
365,64,66
366,66,74
367,66,76
368,67,80
369,68,71
370,69,78
371,72,93
372,74,79
373,74,99
374,76,88
375,77,86
376,83,86
377,85,92
378,85,98
379,86,88
380,86,92
381,87,94
382,94,98
383,97,99
