,power
0,0.1064
1,0.119
2,0.123
3,0.1162
4,0.1204
5,0.1348
6,0.1146
7,0.1082
8,0.1168
9,0.1262
10,0.1106
11,0.1198
12,0.1408
13,0.15
14,0.1256
15,0.1396
16,0.1204
17,0.116
18,0.1242
19,0.126
20,0.111
21,0.1168
22,0.115
23,0.133
24,0.1128
25,0.1088
26,0.1328
27,0.1336
28,0.109
29,0.097
30,0.103
31,0.1054
32,0.124
33,0.1136
34,0.114
35,0.0954
36,0.1432
37,0.1328
38,0.1224
39,0.1358
40,0.124
41,0.1196
42,0.123
43,0.095
44,0.1126
45,0.1192
46,0.1154
47,0.1226
48,0.115
49,0.1186
50,0.1364
51,0.1326
52,0.1026
53,0.1096
54,0.1006
55,0.1226
56,0.13
57,0.1284
58,0.1298
59,0.1438
60,0.123
61,0.127
62,0.1386
63,0.1204
64,0.1284
65,0.1488
66,0.1404
67,0.1246
68,0.1362
69,0.1304
70,0.139
71,0.1246
72,0.1152
73,0.1106
74,0.1036
75,0.1202
76,0.108
77,0.1362
78,0.1298
79,0.1204
80,0.127
81,0.1312
82,0.103
83,0.1194
84,0.112
85,0.114
86,0.115
87,0.1254
88,0.1068
89,0.1312
90,0.1198
91,0.1212
92,0.1104
93,0.1268
94,0.1158
95,0.1308
96,0.1272
97,0.1156
98,0.12
99,0.1342
