,power
0,0.0208
1,0.0225
2,0.0212
3,0.0212
4,0.0195
5,0.0222
6,0.0179
7,0.0212
8,0.0207
9,0.0206
10,0.037
11,0.0344
12,0.039
13,0.0372
14,0.0397
15,0.0358
16,0.0362
17,0.039
18,0.0386
19,0.0375
20,0.0508
21,0.053
22,0.051
23,0.0522
24,0.0535
25,0.0528
26,0.0562
27,0.0516
28,0.0499
29,0.0531
30,0.0633
31,0.0643
32,0.0665
33,0.0683
34,0.0629
35,0.0643
36,0.0667
37,0.0677
38,0.0684
39,0.0714
40,0.0807
41,0.0805
42,0.0812
43,0.0778
44,0.0757
45,0.0787
46,0.0806
47,0.0781
48,0.0736
49,0.0793
50,0.0918
51,0.0896
52,0.09
53,0.0856
54,0.0891
55,0.0848
56,0.0894
57,0.0917
58,0.089
59,0.0872
60,0.1003
61,0.0988
62,0.0995
63,0.0955
64,0.0947
65,0.0964
66,0.1009
67,0.099
68,0.0958
69,0.0997
70,0.1046
71,0.1068
72,0.1108
73,0.109
74,0.109
75,0.1022
76,0.1093
77,0.1046
78,0.1053
79,0.1058
80,0.1131
81,0.1081
82,0.1102
83,0.1156
84,0.1106
85,0.1126
86,0.1092
87,0.1094
88,0.1117
89,0.1183
90,0.1105
91,0.1154
92,0.1196
93,0.1161
94,0.1186
95,0.1109
96,0.1141
97,0.1141
98,0.1109
99,0.1181
