,edge_u,edge_v
0,0,4
1,0,5
2,0,9
3,0,10
4,0,11
5,0,12
6,0,15
7,0,24
8,0,28
9,0,29
10,0,31
11,0,34
12,0,38
13,0,52
14,0,53
15,0,63
16,0,66
17,0,69
18,0,80
19,0,81
20,0,82
21,0,89
22,0,95
23,0,99
24,1,4
25,1,6
26,1,14
27,1,16
28,1,27
29,1,40
30,1,90
31,2,4
32,2,5
33,2,6
34,2,12
35,2,13
36,2,15
37,2,34
38,2,49
39,2,59
40,2,63
41,2,75
42,2,76
43,3,4
44,3,5
45,3,7
46,3,8
47,3,9
48,3,13
49,3,18
50,3,22
51,3,23
52,3,25
53,3,29
54,3,30
55,3,49
56,3,51
57,3,54
58,3,60
59,3,61
60,3,75
61,3,82
62,3,85
63,3,90
64,3,96
65,4,5
66,4,6
67,4,7
68,4,8
69,4,11
70,4,12
71,4,14
72,4,16
73,4,17
74,4,22
75,4,23
76,4,25
77,4,33
78,4,42
79,4,44
80,4,51
81,4,64
82,4,65
83,4,67
84,4,68
85,4,70
86,4,72
87,4,75
88,4,91
89,4,92
90,4,96
91,5,6
92,5,7
93,5,8
94,5,10
95,5,11
96,5,14
97,5,17
98,5,18
99,5,21
100,5,22
101,5,30
102,5,32
103,5,33
104,5,39
105,5,49
106,5,53
107,5,58
108,5,59
109,5,70
110,5,71
111,5,73
112,5,83
113,5,87
114,5,92
115,5,97
116,6,7
117,6,9
118,6,11
119,6,16
120,6,19
121,6,24
122,6,25
123,6,58
124,6,62
125,6,82
126,6,84
127,7,8
128,7,9
129,7,10
130,7,13
131,7,14
132,7,19
133,7,21
134,7,26
135,7,27
136,7,28
137,7,29
138,7,32
139,7,35
140,7,36
141,7,39
142,7,40
143,7,44
144,7,48
145,7,50
146,7,66
147,7,71
148,7,73
149,7,81
150,7,92
151,7,94
152,8,10
153,8,15
154,8,18
155,8,20
156,8,26
157,8,27
158,8,28
159,8,29
160,8,37
161,8,42
162,8,43
163,8,46
164,8,50
165,8,51
166,8,54
167,8,57
168,8,71
169,8,75
170,8,81
171,8,90
172,9,18
173,9,20
174,9,21
175,9,22
176,9,99
177,10,79
178,10,86
179,10,97
180,11,12
181,11,13
182,11,17
183,11,20
184,11,37
185,11,42
186,11,47
187,11,48
188,11,56
189,11,64
190,11,77
191,12,31
192,12,46
193,12,47
194,12,50
195,12,57
196,12,87
197,13,16
198,13,19
199,13,28
200,13,32
201,13,41
202,13,65
203,13,80
204,14,15
205,14,36
206,14,48
207,14,85
208,14,96
209,15,17
210,15,19
211,15,24
212,15,26
213,15,33
214,15,45
215,15,55
216,15,58
217,15,62
218,15,93
219,15,98
220,16,30
221,16,34
222,16,37
223,16,43
224,16,54
225,16,73
226,17,23
227,17,57
228,17,88
229,17,89
230,18,23
231,18,31
232,18,36
233,18,65
234,18,69
235,18,83
236,19,20
237,19,24
238,19,32
239,19,35
240,19,45
241,19,54
242,19,59
243,20,21
244,20,30
245,20,40
246,20,43
247,20,53
248,20,63
249,21,25
250,21,36
251,21,38
252,21,45
253,21,60
254,21,70
255,21,79
256,21,95
257,21,97
258,22,31
259,22,34
260,22,56
261,22,61
262,22,76
263,22,79
264,23,35
265,23,60
266,23,62
267,23,64
268,23,86
269,24,26
270,24,66
271,24,84
272,25,37
273,25,43
274,25,47
275,25,52
276,25,56
277,25,63
278,25,77
279,25,87
280,26,27
281,26,67
282,26,68
283,26,83
284,27,38
285,27,39
286,27,44
287,27,45
288,27,50
289,27,52
290,27,65
291,27,72
292,27,78
293,27,99
294,28,41
295,28,68
296,28,86
297,29,35
298,29,39
299,29,41
300,29,55
301,29,61
302,29,64
303,29,68
304,29,90
305,30,44
306,30,49
307,30,58
308,30,72
309,30,79
310,31,46
311,31,69
312,31,92
313,32,33
314,32,80
315,32,85
316,33,46
317,33,55
318,33,98
319,34,40
320,34,41
321,36,38
322,36,69
323,36,74
324,36,83
325,36,99
326,37,42
327,37,57
328,37,78
329,38,56
330,38,86
331,39,74
332,39,81
333,41,91
334,42,48
335,42,76
336,43,52
337,43,61
338,43,70
339,43,88
340,44,66
341,44,82
342,46,47
343,46,51
344,46,77
345,47,67
346,48,60
347,48,62
348,48,84
349,50,93
350,50,96
351,51,53
352,52,72
353,52,87
354,52,89
355,53,59
356,53,91
357,54,55
358,54,73
359,54,84
360,56,71
361,56,74
362,56,76
363,56,98
364,58,93
365,59,78
366,61,98
367,62,67
368,62,95
369,64,95
370,65,77
371,65,94
372,67,85
373,67,88
374,68,91
375,70,80
376,72,74
377,76,78
378,76,88
379,78,94
380,79,93
381,81,94
382,83,97
383,88,89
