,power
0,0.4386
1,0.2098
2,0.0756
3,0.1666
4,0.154
5,0.2676
6,0.2324
7,0.1474
8,0.0982
9,0.2864
10,0.2504
11,0.1376
12,0.1984
13,0.1168
14,0.1748
15,0.111
16,0.146
17,0.1208
18,0.1712
19,0.134
20,0.1478
21,0.115
22,0.0984
23,0.1454
24,0.1578
25,0.1164
26,0.099
27,0.1024
28,0.069
29,0.109
30,0.107
31,0.107
32,0.093
33,0.1022
34,0.1238
35,0.089
36,0.0888
37,0.0918
38,0.0684
39,0.0926
40,0.0892
41,0.1306
42,0.0748
43,0.0968
44,0.1006
45,0.066
46,0.0702
47,0.0938
48,0.1128
49,0.1106
50,0.0758
51,0.0848
52,0.0894
53,0.095
54,0.0778
55,0.074
56,0.081
57,0.0844
58,0.0648
59,0.0936
60,0.0782
61,0.0706
62,0.0868
63,0.068
64,0.0764
65,0.0668
66,0.09
67,0.0732
68,0.0776
69,0.0786
70,0.0678
71,0.0646
72,0.083
73,0.071
74,0.0876
75,0.0704
76,0.0786
77,0.075
78,0.067
79,0.0724
80,0.0692
81,0.0704
82,0.071
83,0.0862
84,0.0722
85,0.0898
86,0.0936
87,0.078
88,0.0666
89,0.069
90,0.0768
91,0.0742
92,0.0702
93,0.0738
94,0.077
95,0.0708
96,0.0678
97,0.0738
98,0.0666
99,0.0676
