,edge_u,edge_v
0,0,29
1,0,68
2,0,59
3,0,5
4,0,37
5,0,43
6,0,45
7,0,47
8,1,24
9,1,4
10,1,74
11,1,58
12,1,64
13,1,54
14,1,8
15,1,7
16,1,85
17,1,44
18,1,61
19,1,70
20,1,39
21,1,3
22,1,23
23,1,51
24,2,61
25,2,46
26,2,97
27,2,47
28,2,83
29,2,74
30,2,54
31,2,34
32,2,28
33,2,29
34,2,63
35,2,64
36,3,7
37,3,12
38,3,33
39,3,27
40,3,55
41,3,44
42,3,96
43,3,64
44,3,92
45,4,69
46,4,67
47,4,86
48,4,63
49,4,34
50,4,39
51,4,76
52,4,19
53,4,29
54,4,56
55,4,51
56,4,21
57,4,96
58,4,90
59,4,37
60,4,81
61,5,73
62,5,54
63,5,59
64,5,41
65,5,12
66,5,44
67,5,67
68,5,18
69,5,30
70,5,98
71,5,96
72,5,55
73,6,9
74,6,28
75,6,96
76,6,99
77,6,89
78,6,23
79,6,60
80,6,68
81,6,50
82,6,84
83,6,45
84,7,63
85,7,84
86,7,27
87,7,60
88,7,66
89,7,35
90,7,12
91,7,28
92,7,77
93,7,56
94,8,22
95,8,52
96,8,47
97,8,73
98,8,90
99,9,35
100,9,31
101,9,77
102,9,99
103,9,79
104,9,33
105,9,69
106,10,73
107,10,80
108,10,47
109,10,67
110,10,53
111,10,39
112,10,14
113,11,58
114,11,83
115,11,26
116,11,13
117,11,27
118,11,96
119,11,50
120,11,80
121,11,17
122,11,35
123,11,71
124,12,99
125,12,43
126,12,39
127,12,84
128,12,24
129,12,90
130,12,64
131,12,78
132,12,14
133,12,30
134,12,72
135,13,43
136,13,21
137,13,97
138,13,27
139,13,75
140,13,26
141,13,22
142,14,70
143,14,20
144,14,18
145,14,94
146,14,91
147,14,37
148,14,68
149,14,97
150,15,36
151,15,51
152,15,75
153,15,16
154,15,39
155,15,99
156,15,72
157,16,65
158,16,94
159,16,46
160,16,79
161,16,45
162,16,29
163,16,58
164,17,20
165,17,22
166,17,29
167,17,56
168,17,21
169,17,75
170,17,59
171,17,48
172,17,84
173,18,83
174,18,81
175,18,86
176,18,40
177,18,95
178,18,87
179,19,43
180,19,80
181,19,32
182,19,91
183,19,63
184,19,73
185,19,87
186,19,83
187,19,35
188,19,56
189,19,44
190,20,62
191,20,54
192,21,82
193,21,92
194,21,35
195,21,72
196,21,63
197,21,28
198,21,25
199,21,88
200,22,37
201,22,55
202,22,94
203,22,58
204,23,57
205,23,56
206,23,74
207,23,45
208,23,93
209,23,80
210,24,98
211,24,38
212,24,85
213,25,61
214,25,59
215,25,76
216,25,56
217,25,52
218,25,60
219,25,30
220,26,52
221,26,88
222,26,77
223,26,73
224,26,41
225,26,50
226,26,97
227,27,99
228,27,89
229,27,44
230,27,68
231,27,75
232,28,67
233,28,61
234,28,36
235,28,87
236,28,84
237,28,31
238,28,93
239,28,50
240,28,68
241,29,30
242,29,36
243,29,81
244,29,90
245,29,75
246,29,97
247,29,33
248,29,88
249,30,35
250,30,96
251,30,42
252,30,55
253,30,31
254,30,34
255,30,47
256,30,66
257,30,57
258,30,32
259,30,64
260,30,74
261,31,85
262,31,76
263,31,56
264,31,87
265,31,90
266,31,42
267,31,60
268,32,98
269,32,60
270,32,70
271,32,79
272,32,41
273,32,61
274,33,70
275,33,38
276,33,88
277,33,82
278,33,54
279,33,52
280,34,51
281,34,92
282,34,98
283,34,83
284,35,90
285,35,72
286,35,71
287,35,84
288,35,82
289,35,38
290,35,89
291,35,54
292,35,74
293,36,90
294,36,37
295,36,57
296,36,45
297,36,64
298,36,48
299,37,81
300,37,61
301,37,94
302,37,97
303,37,79
304,37,69
305,37,56
306,37,59
307,37,40
308,38,81
309,38,57
310,38,97
311,38,76
312,38,69
313,38,43
314,38,44
315,39,92
316,39,93
317,39,85
318,39,46
319,39,81
320,40,55
321,40,59
322,40,84
323,40,41
324,40,95
325,41,71
326,41,42
327,41,59
328,41,77
329,42,78
330,42,94
331,42,86
332,42,67
333,42,97
334,42,90
335,42,71
336,43,81
337,43,74
338,44,89
339,44,57
340,44,48
341,44,76
342,45,69
343,45,87
344,45,86
345,45,60
346,46,92
347,46,98
348,47,97
349,47,80
350,47,77
351,47,91
352,47,76
353,47,92
354,48,89
355,48,60
356,48,92
357,48,80
