,power
0,0.139
1,0.09
2,0.1424
3,0.0914
4,0.1158
5,0.0932
6,0.1078
7,0.1318
8,0.1424
9,0.1406
10,0.0302
11,0.1218
12,0.1206
13,0.067
14,0.2396
15,0.151
16,0.0642
17,0.1918
18,0.1312
19,0.148
20,0.0592
21,0.083
22,0.1546
23,0.1022
24,0.1684
25,0.068
26,0.0488
27,0.151
28,0.1608
29,0.1554
30,0.1354
31,0.2082
32,0.1384
33,0.1004
34,0.1552
35,0.1948
36,0.1304
37,0.081
38,0.147
39,0.1176
40,0.079
41,0.149
42,0.0664
43,0.115
44,0.0966
45,0.1686
46,0.1156
47,0.224
48,0.0664
49,0.0544
50,0.1242
51,0.0996
52,0.1034
53,0.132
54,0.2298
55,0.0874
56,0.2042
57,0.1996
58,0.077
59,0.1236
60,0.1628
61,0.0994
62,0.1166
63,0.089
64,0.1628
65,0.0594
66,0.1994
67,0.1518
68,0.1042
69,0.1722
70,0.043
71,0.0566
72,0.1954
73,0.082
74,0.154
75,0.0794
76,0.1478
77,0.2036
78,0.1296
79,0.1044
80,0.0576
81,0.1626
82,0.1668
83,0.0616
84,0.1972
85,0.1278
86,0.087
87,0.082
88,0.0736
89,0.0404
90,0.2012
91,0.1982
92,0.0938
93,0.1196
94,0.1128
95,0.169
96,0.0438
97,0.0604
98,0.0486
99,0.149
