,edge_u,edge_v
0,0,98
1,0,90
2,0,84
3,0,23
4,0,28
5,0,69
6,0,29
7,0,85
8,0,6
9,0,66
10,1,21
11,1,39
12,1,13
13,1,20
14,1,70
15,1,47
16,1,64
17,1,26
18,1,55
19,1,17
20,2,4
21,2,44
22,2,38
23,2,15
24,2,7
25,2,93
26,2,36
27,2,79
28,2,27
29,2,68
30,3,30
31,3,54
32,3,8
33,3,19
34,3,68
35,3,71
36,3,67
37,3,36
38,3,31
39,3,73
40,4,38
41,4,2
42,4,93
43,4,44
44,4,79
45,4,7
46,4,27
47,4,62
48,4,15
49,4,87
50,5,43
51,5,28
52,5,84
53,5,98
54,5,92
55,5,61
56,5,40
57,5,0
58,5,50
59,5,97
60,6,85
61,6,64
62,6,69
63,6,23
64,6,26
65,6,13
66,6,29
67,6,21
68,6,17
69,6,83
70,7,27
71,7,38
72,7,16
73,7,15
74,7,24
75,7,42
76,7,82
77,7,53
78,7,80
79,7,96
80,8,54
81,8,71
82,8,31
83,8,68
84,8,36
85,8,67
86,8,53
87,8,30
88,8,3
89,8,24
90,9,33
91,9,51
92,9,37
93,9,25
94,9,76
95,9,35
96,9,56
97,9,81
98,9,32
99,9,75
100,10,41
101,10,48
102,10,39
103,10,94
104,10,55
105,10,75
106,10,20
107,10,1
108,10,70
109,10,46
110,11,12
111,11,52
112,11,58
113,11,62
114,11,87
115,11,89
116,11,99
117,11,79
118,11,93
119,11,57
120,12,52
121,12,11
122,12,62
123,12,87
124,12,93
125,12,58
126,12,79
127,12,89
128,12,99
129,12,57
130,13,21
131,13,26
132,13,17
133,13,83
134,13,1
135,13,14
136,13,95
137,13,20
138,13,6
139,13,78
140,14,83
141,14,17
142,14,26
143,14,29
144,14,59
145,14,78
146,14,69
147,14,95
148,14,13
149,14,21
150,15,44
151,15,36
152,15,68
153,15,7
154,15,24
155,15,53
156,15,42
157,15,38
158,15,31
159,15,27
160,16,96
161,16,27
162,16,82
163,16,49
164,16,80
165,16,7
166,16,57
167,16,65
168,16,78
169,16,59
170,17,83
171,17,26
172,17,14
173,17,13
174,17,29
175,17,78
176,17,95
177,17,69
178,17,59
179,17,21
180,18,72
181,18,40
182,18,50
183,18,63
184,18,88
185,18,92
186,18,97
187,18,47
188,18,81
189,18,64
190,19,30
191,19,67
192,19,54
193,19,71
194,19,8
195,19,73
196,19,3
197,19,31
198,19,74
199,19,53
200,20,70
201,20,65
202,20,39
203,20,95
204,20,1
205,20,13
206,20,21
207,20,78
208,20,57
209,20,17
210,21,13
211,21,1
212,21,26
213,21,20
214,21,17
215,21,39
216,21,64
217,21,6
218,21,70
219,21,83
220,22,86
221,22,89
222,22,99
223,22,34
224,22,45
225,22,58
226,22,60
227,22,11
228,22,87
229,22,48
230,23,85
231,23,6
232,23,90
233,23,28
234,23,69
235,23,0
236,23,29
237,23,64
238,23,98
239,23,92
240,24,53
241,24,42
242,24,31
243,24,68
244,24,71
245,24,80
246,24,7
247,24,82
248,24,15
249,24,36
250,25,37
251,25,76
252,25,35
253,25,51
254,25,75
255,25,33
256,25,94
257,25,34
258,25,60
259,25,46
260,26,17
261,26,83
262,26,14
263,26,13
264,26,29
265,26,69
266,26,95
267,26,21
268,26,78
269,26,6
270,27,7
271,27,16
272,27,38
273,27,96
274,27,82
275,27,57
276,27,80
277,27,93
278,27,49
279,27,24
280,28,92
281,28,23
282,28,85
283,28,50
284,28,0
285,28,6
286,28,90
287,28,64
288,28,98
289,28,18
290,29,69
291,29,14
292,29,83
293,29,26
294,29,17
295,29,59
296,29,6
297,29,13
298,29,78
299,29,23
300,30,19
301,30,54
302,30,3
303,30,8
304,30,67
305,30,71
306,30,73
307,30,31
308,30,68
309,30,53
310,31,71
311,31,53
312,31,42
313,31,24
314,31,8
315,31,68
316,31,67
317,31,54
318,31,36
319,31,80
320,32,61
321,32,91
322,32,81
323,32,56
324,32,97
325,32,88
326,32,40
327,32,18
328,32,51
329,32,72
330,33,9
331,33,51
332,33,37
333,33,25
334,33,76
335,33,35
336,33,56
337,33,75
338,33,81
339,33,77
340,34,60
341,34,45
342,34,86
343,34,48
344,34,35
345,34,94
346,34,99
347,34,89
348,34,41
349,34,76
350,35,76
351,35,25
352,35,37
353,35,34
354,35,60
355,35,94
356,35,45
357,35,75
358,35,51
359,35,86
360,36,68
361,36,15
362,36,53
363,36,24
364,36,31
365,36,8
366,36,44
367,36,42
368,36,54
369,36,71
370,37,25
371,37,76
372,37,35
373,37,51
374,37,33
375,37,75
376,37,94
377,37,34
378,37,60
379,37,46
380,38,7
381,38,4
382,38,27
383,38,93
384,38,15
385,38,44
386,38,16
387,38,79
388,38,62
389,38,2
390,39,20
391,39,1
392,39,10
393,39,70
394,39,21
395,39,41
396,39,13
397,39,65
398,39,55
399,39,95
400,40,97
401,40,18
402,40,88
403,40,50
404,40,72
405,40,92
406,40,81
407,40,63
408,40,56
409,40,61
410,41,48
411,41,10
412,41,94
413,41,39
414,41,60
415,41,45
416,41,75
417,41,99
418,41,55
419,41,20
420,42,24
421,42,53
422,42,31
423,42,80
424,42,82
425,42,71
426,42,49
427,42,68
428,42,7
429,42,15
430,43,84
431,43,98
432,43,0
433,43,90
434,43,5
435,43,28
436,43,23
437,43,74
438,43,69
439,43,92
440,44,15
441,44,36
442,44,38
443,44,68
444,44,2
445,44,7
446,44,4
447,44,24
448,44,53
449,44,42
450,45,60
451,45,34
452,45,48
453,45,99
454,45,86
455,45,94
456,45,89
457,45,41
458,45,35
459,45,10
460,46,77
461,46,55
462,46,75
463,46,94
464,46,10
465,46,63
466,46,47
467,46,1
468,46,39
469,46,41
470,47,64
471,47,63
472,47,72
473,47,85
474,47,1
475,47,21
476,47,50
477,47,6
478,47,18
479,47,92
480,48,41
481,48,10
482,48,94
483,48,60
484,48,45
485,48,75
486,48,34
487,48,99
488,48,39
489,48,89
490,49,82
491,49,80
492,49,59
493,49,96
494,49,16
495,49,66
496,49,78
497,49,42
498,49,74
499,49,14
500,50,92
501,50,18
502,50,72
503,50,63
504,50,40
505,50,64
506,50,47
507,50,28
508,50,85
509,50,6
510,51,37
511,51,76
512,51,25
513,51,33
514,51,77
515,51,75
516,51,46
517,51,35
518,51,56
519,51,81
520,52,12
521,52,62
522,52,87
523,52,11
524,52,93
525,52,79
