,edge_u,edge_v
0,0,31
1,0,16
2,0,47
3,0,79
4,0,86
5,0,44
6,0,1
7,0,2
8,0,25
9,0,55
10,1,44
11,1,79
12,1,25
13,1,16
14,1,0
15,1,55
16,1,31
17,1,7
18,1,2
19,1,66
20,2,14
21,2,79
22,2,0
23,2,31
24,2,12
25,2,93
26,2,16
27,2,91
28,2,1
29,2,60
30,3,81
31,3,70
32,3,34
33,3,92
34,3,17
35,3,97
36,3,88
37,3,15
38,3,51
39,3,72
40,4,9
41,4,69
42,4,57
43,4,82
44,4,22
45,4,45
46,4,98
47,4,42
48,4,20
49,4,53
50,5,27
51,5,58
52,5,64
53,5,40
54,5,85
55,5,78
56,5,75
57,5,74
58,5,71
59,5,67
60,6,23
61,6,90
62,6,98
63,6,22
64,6,30
65,6,48
66,6,69
67,6,95
68,6,49
69,6,38
70,7,55
71,7,66
72,7,13
73,7,52
74,7,25
75,7,46
76,7,99
77,7,44
78,7,16
79,7,86
80,8,35
81,8,57
82,8,54
83,8,38
84,8,9
85,8,40
86,8,75
87,8,82
88,8,67
89,8,71
90,9,57
91,9,82
92,9,4
93,9,20
94,9,67
95,9,54
96,9,71
97,9,69
98,9,35
99,9,8
100,10,76
101,10,91
102,10,89
103,10,12
104,10,60
105,10,93
106,10,50
107,10,65
108,10,87
109,10,33
110,11,32
111,11,46
112,11,52
113,11,41
114,11,21
115,11,63
116,11,66
117,11,29
118,11,7
119,11,55
120,12,91
121,12,93
122,12,14
123,12,60
124,12,10
125,12,33
126,12,2
127,12,65
128,12,43
129,12,89
130,13,66
131,13,99
132,13,7
133,13,55
134,13,25
135,13,52
136,13,44
137,13,46
138,13,1
139,13,16
140,14,93
141,14,12
142,14,91
143,14,60
144,14,2
145,14,33
146,14,31
147,14,10
148,14,65
149,14,0
150,15,72
151,15,17
152,15,26
153,15,50
154,15,70
155,15,3
156,15,97
157,15,81
158,15,34
159,15,95
160,16,0
161,16,31
162,16,44
163,16,79
164,16,1
165,16,25
166,16,47
167,16,55
168,16,7
169,16,86
170,17,70
171,17,3
172,17,81
173,17,34
174,17,15
175,17,97
176,17,92
177,17,72
178,17,50
179,17,88
180,18,96
181,18,56
182,18,43
183,18,84
184,18,65
185,18,28
186,18,33
187,18,89
188,18,37
189,18,60
190,19,83
191,19,36
192,19,24
193,19,39
194,19,42
195,19,59
196,19,53
197,19,45
198,19,87
199,19,26
200,20,71
201,20,67
202,20,82
203,20,78
204,20,9
205,20,54
206,20,57
207,20,4
208,20,5
209,20,27
210,21,41
211,21,63
212,21,32
213,21,11
214,21,74
215,21,78
216,21,52
217,21,46
218,21,58
219,21,27
220,22,98
221,22,69
222,22,6
223,22,95
224,22,4
225,22,45
226,22,23
227,22,42
228,22,24
229,22,38
230,23,6
231,23,90
232,23,48
233,23,98
234,23,30
235,23,22
236,23,69
237,23,49
238,23,38
239,23,95
240,24,42
241,24,59
242,24,45
