,edge_u,edge_v
0,0,95
1,0,48
2,0,45
3,0,61
4,0,52
5,1,20
6,1,96
7,1,86
8,1,79
9,1,33
10,1,45
11,1,85
12,1,66
13,1,61
14,1,94
15,2,7
16,2,91
17,2,29
18,2,57
19,2,32
20,3,45
21,3,98
22,3,76
23,3,73
24,3,7
25,3,58
26,4,17
27,4,28
28,4,30
29,4,15
30,4,24
31,4,38
32,4,55
33,4,97
34,4,93
35,5,96
36,5,13
37,5,25
38,5,15
39,5,69
40,5,26
41,5,97
42,6,87
43,6,48
44,6,58
45,6,30
46,6,56
47,6,70
48,6,18
49,6,21
50,6,47
51,7,69
52,7,95
53,7,54
54,7,21
55,7,65
56,7,45
57,7,41
58,7,71
59,8,57
60,8,51
61,8,81
62,8,59
63,8,40
64,8,14
65,8,94
66,8,53
67,8,90
68,8,28
69,8,60
70,8,85
71,8,19
72,9,96
73,9,45
74,9,70
75,9,16
76,9,36
77,9,23
78,9,67
79,9,71
80,9,73
81,9,55
82,9,47
83,9,22
84,9,41
85,9,58
86,9,92
87,9,14
88,10,56
89,10,17
90,10,27
91,10,97
92,10,57
93,10,15
94,10,33
95,10,12
96,10,52
97,10,81
98,10,11
99,10,69
100,10,23
101,11,84
102,11,72
103,11,63
104,11,47
105,11,92
106,11,82
107,11,22
108,11,25
109,12,41
110,12,60
111,12,34
112,12,62
113,12,38
114,12,50
115,12,86
116,13,15
117,13,92
118,13,14
119,13,83
120,13,69
121,13,39
122,13,62
123,13,57
124,13,28
125,14,31
126,14,15
127,14,94
128,14,57
129,14,54
130,14,48
131,14,22
132,14,99
133,14,56
134,15,37
135,15,47
136,15,98
137,15,41
138,15,59
139,15,29
140,15,46
141,16,44
142,16,77
143,16,29
144,16,75
145,16,78
146,16,85
147,16,99
148,16,47
149,16,31
150,16,41
151,16,50
152,16,40
153,17,69
154,17,62
155,17,91
156,17,38
157,17,47
158,17,77
159,17,30
160,18,79
161,18,93
162,18,85
163,18,29
164,18,60
165,19,57
166,19,34
167,19,67
168,19,61
169,19,84
170,19,69
171,19,36
172,19,42
173,20,63
174,20,91
175,20,62
176,20,76
177,20,82
178,20,23
179,20,93
180,20,49
181,20,89
182,20,40
183,21,47
184,21,43
185,21,48
186,21,70
187,21,26
188,21,56
189,21,61
190,21,91
191,21,97
192,21,62
193,22,50
194,22,56
195,22,55
196,22,87
197,22,81
198,22,67
199,22,93
200,23,42
201,23,95
202,23,94
203,23,87
204,23,69
205,23,75
206,23,31
207,23,63
208,23,93
209,23,65
210,23,32
211,24,50
212,24,35
213,24,72
214,24,38
215,24,69
216,24,65
217,24,82
218,24,64
219,25,84
220,25,55
221,25,57
222,25,85
223,25,68
224,25,71
225,25,32
226,26,56
227,26,64
228,26,98
229,26,38
230,26,30
231,26,75
232,26,76
233,26,61
234,27,56
235,27,79
236,27,35
237,27,87
238,27,31
239,27,41
240,27,92
241,27,39
242,27,62
243,27,85
244,28,95
245,28,55
246,28,88
247,29,61
248,29,66
249,29,42
250,29,79
251,29,57
252,29,58
253,29,94
254,29,60
255,29,84
256,29,30
257,30,81
258,30,61
259,30,95
260,30,86
261,30,71
262,30,82
263,30,92
264,30,32
265,30,43
266,31,76
267,31,86
268,31,45
269,31,50
270,32,97
271,32,71
272,32,33
273,32,79
274,32,59
275,32,44
276,32,80
277,32,83
278,33,52
279,33,63
280,33,95
281,33,82
282,34,74
283,34,61
284,34,41
285,34,54
286,34,70
287,34,97
288,34,92
289,34,72
290,34,89
291,35,92
292,35,51
293,35,91
294,35,65
295,35,83
296,35,80
297,36,82
298,36,38
299,36,40
300,36,45
301,37,39
302,37,62
303,37,82
304,37,77
305,38,62
306,38,46
307,38,82
308,38,39
309,39,81
310,39,69
311,39,71
312,39,67
313,39,50
314,39,82
315,40,72
316,40,49
317,40,95
318,40,98
319,40,82
