,power
0,0.0744
1,0.0694
2,0.1984
3,0.1018
4,0.1438
5,0.0926
6,0.1474
7,0.119
8,0.1728
9,0.0992
10,0.0816
11,0.1758
12,0.0894
13,0.1408
14,0.1216
15,0.1684
16,0.1884
17,0.0686
18,0.082
19,0.0806
20,0.0936
21,0.086
22,0.1604
23,0.0906
24,0.21
25,0.1436
26,0.1504
27,0.2086
28,0.1592
29,0.0848
30,0.1458
31,0.1508
32,0.1092
33,0.0896
34,0.1922
35,0.181
36,0.1234
37,0.1384
38,0.2142
39,0.1128
40,0.0862
41,0.1406
42,0.1078
43,0.0906
44,0.1418
45,0.0426
46,0.1246
47,0.126
48,0.0806
49,0.1144
50,0.0816
51,0.1078
52,0.1896
53,0.0618
54,0.0632
55,0.0568
56,0.1058
57,0.152
58,0.114
59,0.1366
60,0.0864
61,0.1788
62,0.051
63,0.0558
64,0.0766
65,0.1404
66,0.0716
67,0.1764
68,0.2058
69,0.1158
70,0.0974
71,0.1702
72,0.145
73,0.1558
74,0.0718
75,0.1536
76,0.1516
77,0.1662
78,0.1524
79,0.0544
80,0.153
81,0.0954
82,0.0662
83,0.1144
84,0.157
85,0.0542
86,0.0862
87,0.0878
88,0.0884
89,0.1708
90,0.134
91,0.1014
92,0.1428
93,0.143
94,0.1364
95,0.17
96,0.103
97,0.0844
98,0.1382
99,0.1558
