,edge_u,edge_v
0,0,47
1,0,4
2,0,84
3,0,8
4,0,67
5,0,21
6,0,55
7,0,69
8,0,66
9,0,42
10,1,88
11,1,3
12,1,39
13,1,97
14,1,65
15,1,64
16,1,71
17,1,58
18,1,12
19,1,10
20,2,89
21,2,9
22,2,18
23,2,13
24,2,99
25,2,50
26,2,15
27,2,95
28,2,17
29,2,96
30,3,64
31,3,78
32,3,31
33,3,58
34,3,88
35,3,1
36,3,68
37,3,97
38,3,10
39,3,51
40,4,0
41,4,21
42,4,47
43,4,67
44,4,84
45,4,8
46,4,55
47,4,69
48,4,66
49,4,73
50,5,82
51,5,62
52,5,25
53,5,23
54,5,56
55,5,40
56,5,44
57,5,79
58,5,75
59,5,6
60,6,19
61,6,79
62,6,14
63,6,83
64,6,56
65,6,87
66,6,23
67,6,44
68,6,25
69,6,30
70,7,46
71,7,38
72,7,40
73,7,82
74,7,5
75,7,75
76,7,62
77,7,95
78,7,25
79,7,52
80,8,47
81,8,0
82,8,84
83,8,21
84,8,4
85,8,67
86,8,55
87,8,69
88,8,66
89,8,42
90,9,18
91,9,2
92,9,95
93,9,89
94,9,99
95,9,75
96,9,15
97,9,13
98,9,17
99,9,50
100,10,58
101,10,74
102,10,11
103,10,68
104,10,54
105,10,3
106,10,27
107,10,16
108,10,64
109,10,78
110,11,54
111,11,16
112,11,68
113,11,10
114,11,41
115,11,76
116,11,58
117,11,53
118,11,51
119,11,31
120,12,39
121,12,71
122,12,88
123,12,97
124,12,1
125,12,77
126,12,57
127,12,3
128,12,61
129,12,64
130,13,89
131,13,2
132,13,17
133,13,81
134,13,96
135,13,92
136,13,9
137,13,18
138,13,50
139,13,80
140,14,91
141,14,30
142,14,6
143,14,48
144,14,19
145,14,59
146,14,24
147,14,16
148,14,53
149,14,87
150,15,99
151,15,44
152,15,18
153,15,50
154,15,95
155,15,75
156,15,83
157,15,62
158,15,25
159,15,23
160,16,54
161,16,11
162,16,41
163,16,53
164,16,68
165,16,76
166,16,48
167,16,10
168,16,91
169,16,51
170,17,13
171,17,89
172,17,2
173,17,9
174,17,92
175,17,18
176,17,81
177,17,96
178,17,95
179,17,99
180,18,99
181,18,9
182,18,95
183,18,2
184,18,15
185,18,75
186,18,89
187,18,50
188,18,44
189,18,62
190,19,87
191,19,83
192,19,6
193,19,30
194,19,14
195,19,24
196,19,79
197,19,44
198,19,53
199,19,23
200,20,93
201,20,45
202,20,92
203,20,81
204,20,63
205,20,4
206,20,21
207,20,96
208,20,86
209,20,0
210,21,4
211,21,0
212,21,8
213,21,47
214,21,84
215,21,67
216,21,55
217,21,69
218,21,28
219,21,90
220,22,26
221,22,42
222,22,35
223,22,66
224,22,55
225,22,69
226,22,73
227,22,67
228,22,84
229,22,60
230,23,25
231,23,62
232,23,44
233,23,56
234,23,79
235,23,5
236,23,82
237,23,6
238,23,75
239,23,15
240,24,30
241,24,53
242,24,87
243,24,35
244,24,54
245,24,19
246,24,14
247,24,16
248,24,26
249,24,74
250,25,23
251,25,62
252,25,44
253,25,5
254,25,56
255,25,79
256,25,82
257,25,75
258,25,6
259,25,99
260,26,22
261,26,42
262,26,35
263,26,66
264,26,55
265,26,69
266,26,73
267,26,60
268,26,80
269,26,67
270,27,74
271,27,65
272,27,58
273,27,10
274,27,35
275,27,53
276,27,22
277,27,54
278,27,8
279,27,26
280,28,90
281,28,86
282,28,21
283,28,8
284,28,0
285,28,47
286,28,4
287,28,65
288,28,84
289,28,27
290,29,85
291,29,70
292,29,98
293,29,33
294,29,32
295,29,34
296,29,49
297,29,94
298,29,72
299,29,52
300,30,24
301,30,53
302,30,87
303,30,19
304,30,14
305,30,54
306,30,35
307,30,83
308,30,16
309,30,6
310,31,78
311,31,51
312,31,76
313,31,68
314,31,64
315,31,3
316,31,41
317,31,61
318,31,11
319,31,58
320,32,52
321,32,98
322,32,40
323,32,72
324,32,59
325,32,94
326,32,38
327,32,56
328,32,82
329,32,5
330,33,34
331,33,49
332,33,41
333,33,48
334,33,51
335,33,76
336,33,94
337,33,31
338,33,78
339,33,68
340,34,94
341,34,48
342,34,33
343,34,91
344,34,72
345,34,59
346,34,41
347,34,14
348,34,16
