,edge_u,edge_v
0,0,99
1,0,2
2,0,98
3,0,3
4,0,97
5,0,4
6,0,96
7,0,5
8,0,95
9,0,40
10,0,11
11,1,2
12,1,3
13,1,99
14,1,4
15,1,5
16,1,97
17,1,6
18,1,96
19,1,81
20,2,3
21,2,4
22,2,5
23,2,99
24,2,6
25,2,98
26,2,7
27,2,92
28,2,45
29,3,5
30,3,6
31,3,7
32,3,99
33,3,8
34,3,98
35,3,95
36,4,5
37,4,6
38,4,7
39,4,8
40,4,9
41,5,6
42,5,7
43,5,9
44,5,59
45,5,60
46,5,90
47,6,7
48,6,8
49,6,9
50,6,10
51,6,19
52,6,53
53,6,80
54,7,8
55,7,9
56,7,10
57,7,11
58,7,41
59,8,9
60,8,10
61,8,11
62,8,12
63,8,13
64,8,52
65,8,82
66,8,97
67,9,10
68,9,11
69,9,12
70,9,14
71,9,52
72,10,11
73,10,12
74,10,13
75,10,14
76,10,15
77,11,12
78,11,13
79,11,15
80,11,16
81,11,89
82,12,13
83,12,14
84,12,15
85,12,16
86,12,17
87,13,14
88,13,15
89,13,16
90,13,17
91,13,18
92,14,15
93,14,16
94,14,17
95,14,18
96,14,19
97,15,16
98,15,17
99,15,18
100,15,19
101,15,20
102,16,17
103,16,18
104,16,20
105,16,21
106,16,61
107,16,33
108,17,18
109,17,19
110,17,20
111,17,21
112,17,22
113,18,20
114,18,21
115,18,22
116,18,23
117,18,74
118,18,38
119,19,21
120,19,22
121,19,23
122,19,24
123,20,22
124,20,25
125,20,60
126,20,59
127,20,27
128,20,38
129,21,22
130,21,24
131,21,25
132,21,26
133,21,33
134,21,56
135,22,23
136,22,24
137,22,25
138,22,26
139,22,27
140,23,24
141,23,26
142,23,28
143,23,66
144,23,29
145,24,25
146,24,26
147,24,27
148,24,28
149,24,29
150,24,57
151,25,26
152,25,27
153,25,28
154,25,29
155,25,81
156,25,77
157,26,27
158,26,28
159,26,29
160,26,30
161,26,31
162,26,91
163,27,28
164,27,29
165,27,30
166,27,32
167,27,91
168,27,47
169,28,29
170,28,30
171,28,31
172,28,32
173,28,33
174,29,30
175,29,31
176,29,32
177,29,34
178,29,53
179,29,64
180,30,31
181,30,32
182,30,33
183,30,34
184,30,35
185,30,45
186,31,32
187,31,33
188,31,34
189,31,35
190,31,36
191,32,33
192,32,34
193,32,35
194,32,36
195,32,37
196,32,40
197,33,35
198,33,37
199,33,91
200,33,80
201,34,35
202,34,36
203,34,37
204,34,39
205,34,95
206,35,36
207,35,37
208,35,38
209,35,39
210,35,62
211,36,37
212,36,38
213,36,39
214,36,40
215,36,41
216,36,46
217,36,73
218,37,38
219,37,39
220,37,40
221,37,41
222,37,42
223,38,40
224,38,41
225,38,68
226,38,99
227,39,40
228,39,42
229,39,43
230,39,44
231,39,89
232,39,80
233,40,42
234,40,43
235,40,45
236,40,81
237,40,53
238,41,42
239,41,43
240,41,44
241,41,45
242,41,46
243,42,44
244,42,45
245,42,46
246,42,47
247,42,53
248,43,44
249,43,45
250,43,46
251,43,47
252,43,48
253,44,46
254,44,47
255,44,48
256,44,49
257,44,88
258,44,75
259,45,46
260,45,48
261,45,49
262,46,47
263,46,48
264,46,49
265,46,51
266,46,80
267,46,83
268,47,48
269,47,49
270,47,50
271,47,51
272,47,52
273,48,49
274,48,50
275,48,51
276,48,52
277,48,53
278,49,50
279,49,51
280,49,52
281,49,53
282,49,54
283,50,52
284,50,55
285,50,78
286,50,81
287,50,60
288,51,53
289,51,55
290,51,56
291,51,81
292,51,88
293,52,53
294,52,56
295,52,57
296,52,75
297,53,56
298,53,58
299,53,91
300,53,94
301,54,55
302,54,56
303,54,57
304,54,58
305,54,59
306,55,56
307,55,57
308,55,58
309,55,59
310,55,60
311,55,70
312,55,98
313,56,57
314,56,59
315,56,60
316,56,61
317,56,85
318,57,58
319,57,61
320,57,62
321,57,72
322,58,59
323,58,61
324,58,62
325,58,63
326,58,66
327,59,62
328,59,63
329,59,64
330,59,80
331,59,70
332,59,73
333,60,61
334,60,62
335,60,63
336,60,64
337,60,65
338,60,72
339,60,74
340,61,62
341,61,63
342,61,64
343,61,65
344,61,66
345,62,63
346,62,65
347,62,66
348,62,67
349,62,83
350,63,64
351,63,65
352,63,66
353,63,67
354,63,68
355,64,65
356,64,66
357,64,67
358,64,68
359,64,69
360,64,77
361,65,66
362,65,67
363,65,68
364,65,69
365,65,96
366,66,67
367,66,68
368,66,69
369,66,70
370,66,71
371,66,79
372,67,68
373,67,69
374,67,70
375,67,71
376,67,72
377,68,69
378,68,70
379,68,71
380,68,73
381,68,76
382,69,70
383,69,71
384,69,73
385,69,74
386,69,83
387,70,73
388,70,74
389,70,75
390,71,72
391,71,73
392,71,74
393,71,75
394,71,76
395,72,74
396,72,75
397,72,76
398,72,77
399,73,74
400,73,75
401,73,76
402,74,76
403,74,77
404,74,78
405,74,79
406,75,76
407,75,77
408,75,78
409,75,80
410,76,77
411,76,78
412,76,79
413,76,80
414,76,81
415,77,78
416,77,79
417,77,80
418,77,81
419,78,79
420,78,80
421,78,81
422,78,82
423,78,83
424,78,90
425,79,80
426,79,82
427,79,83
428,79,84
429,80,83
430,80,85
431,80,92
432,81,82
433,81,83
434,81,84
435,82,83
436,82,84
437,82,85
438,82,87
439,83,84
440,83,85
441,83,86
442,83,87
443,84,85
444,84,86
445,84,87
446,84,88
447,84,89
448,85,87
449,85,88
450,85,89
451,85,90
452,86,87
453,86,88
454,86,89
455,86,91
456,86,95
457,87,88
458,87,89
459,87,90
460,87,91
461,87,92
462,87,93
463,88,89
464,88,90
465,88,91
466,88,92
467,88,93
468,89,90
469,89,91
470,89,92
471,89,94
472,90,91
473,90,92
474,90,94
475,90,95
476,91,93
477,91,96
478,92,93
479,92,94
480,92,95
481,92,97
482,93,94
483,93,96
484,93,97
485,93,98
486,94,95
487,94,96
488,94,97
489,94,98
490,95,96
491,95,97
492,95,98
493,95,99
494,96,97
495,96,98
496,96,99
497,97,98
498,97,99
499,98,99
