,power
0,0.228
1,0.0874
2,0.1192
3,0.3078
4,0.31
5,0.2156
6,0.2166
7,0.2606
8,0.1806
9,0.2918
10,0.197
11,0.149
12,0.126
13,0.2132
14,0.1148
15,0.1434
16,0.1388
17,0.157
18,0.103
19,0.171
20,0.0992
21,0.079
22,0.1076
23,0.1536
24,0.0876
25,0.1404
26,0.1364
27,0.0894
28,0.0774
29,0.1064
30,0.0784
31,0.1164
32,0.0882
33,0.1228
34,0.0816
35,0.0878
36,0.0618
37,0.0834
38,0.0736
39,0.0828
40,0.0724
41,0.0978
42,0.078
43,0.084
44,0.0766
45,0.0654
46,0.0856
47,0.0826
48,0.0984
49,0.0772
50,0.096
51,0.0874
52,0.1242
53,0.0854
54,0.0752
55,0.1006
56,0.0756
57,0.0722
58,0.0952
59,0.0904
60,0.1044
61,0.0648
62,0.0636
63,0.07
64,0.0788
65,0.0628
66,0.071
67,0.0666
68,0.0664
69,0.0792
70,0.0642
71,0.0672
72,0.067
73,0.0796
74,0.0638
75,0.0664
76,0.075
77,0.0768
78,0.0684
79,0.0778
80,0.0714
81,0.0706
82,0.0786
83,0.0856
84,0.07
85,0.068
86,0.068
87,0.0784
88,0.0738
89,0.0634
90,0.0684
91,0.0754
92,0.0806
93,0.0626
94,0.0702
95,0.066
96,0.069
97,0.0692
98,0.0646
99,0.0586
